seatCapacity,seatActual,seatRemaining,waitlistCapacity,waitlistActual,waitlistRemaining
20,11,9,0,0,0
30,27,3,0,0,0
8,5,3,0,0,0
30,16,14,0,0,0
10,3,7,0,0,0
8,1,7,0,0,0
30,17,13,0,0,0
32,32,0,0,0,0
15,12,3,0,0,0
20,4,16,0,0,0
14,6,8,0,0,0
20,7,13,0,0,0
116,74,42,0,0,0
10,4,6,0,0,0
25,11,14,0,0,0
40,17,23,0,0,0
30,17,13,0,0,0
75,64,11,0,0,0
32,16,16,0,0,0
35,28,7,0,0,0
80,39,41,0,0,0
90,70,20,0,0,0
90,70,20,0,0,0
15,5,10,0,0,0
80,75,5,0,0,0
15,5,10,0,0,0
10,4,6,0,0,0
90,76,14,0,0,0
20,6,14,0,0,0
32,32,0,0,0,0
30,14,16,0,0,0
40,39,1,0,0,0
35,21,14,0,0,0
32,22,10,0,0,0
15,7,8,0,0,0
15,15,0,0,0,0
40,19,21,0,0,0
15,15,0,0,0,0
20,12,8,0,0,0
20,4,16,0,0,0
12,11,1,0,0,0
15,9,6,0,0,0
60,50,10,0,0,0
40,10,30,0,0,0
20,5,15,0,0,0
10,6,4,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
20,11,9,0,0,0
100,0,100,0,0,0
25,0,25,0,0,0
100,0,100,0,0,0
20,0,20,0,0,0
20,3,17,0,0,0
100,3,97,0,0,0
105,85,20,0,0,0
10,3,7,0,0,0
20,16,4,0,0,0
10,3,7,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
20,1,19,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
1,0,1,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
20,7,13,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
100,1,99,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,10,0,0,0,0
10,4,6,0,0,0
100,2,98,0,0,0
10,2,8,0,0,0
20,2,18,0,0,0
40,2,38,0,0,0
10,1,9,0,0,0
100,4,96,0,0,0
10,9,1,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
16,13,3,0,0,0
10,10,0,0,0,0
100,74,26,0,0,0
5,1,4,0,0,0
5,3,2,0,0,0
5,3,2,0,0,0
5,1,4,0,0,0
30,13,17,0,0,0
16,16,0,0,0,0
32,11,21,0,0,0
25,1,24,0,0,0
10,10,0,0,0,0
25,0,25,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
20,2,18,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
20,1,19,0,0,0
20,4,16,0,0,0
10,2,8,0,0,0
25,17,8,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
21,0,21,0,0,0
10,0,10,0,0,0
21,0,21,0,0,0
21,0,21,0,0,0
21,0,21,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
5,1,4,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,2,3,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
21,2,19,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
25,1,24,0,0,0
25,0,25,0,0,0
25,1,24,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
25,1,24,0,0,0
25,0,25,0,0,0
10,1,9,0,0,0
20,0,20,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
25,2,23,0,0,0
10,0,10,0,0,0
10,6,4,0,0,0
0,0,0,0,0,0
25,0,25,0,0,0
10,1,9,0,0,0
15,6,9,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,6,4,0,0,0
10,4,6,0,0,0
20,5,15,0,0,0
25,3,22,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,7,3,0,0,0
25,3,22,0,0,0
20,2,18,0,0,0
25,2,23,0,0,0
25,1,24,0,0,0
20,8,12,0,0,0
20,10,10,0,0,0
10,9,1,0,0,0
160,102,58,0,0,0
25,5,20,0,0,0
10,0,10,0,0,0
25,3,22,0,0,0
10,1,9,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,7,3,0,0,0
10,7,3,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
25,1,24,0,0,0
25,0,25,0,0,0
25,1,24,0,0,0
10,5,5,0,0,0
25,2,23,0,0,0
20,11,9,0,0,0
20,2,18,0,0,0
25,17,8,0,0,0
25,10,15,0,0,0
20,11,9,0,0,0
10,4,6,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
50,45,5,0,0,0
50,15,35,0,0,0
65,63,2,0,0,0
250,250,0,0,0,0
251,251,0,0,0,0
250,250,0,0,0,0
50,16,34,0,0,0
250,250,0,0,0,0
176,176,0,0,0,0
250,250,0,0,0,0
27,26,1,10,0,10
25,22,3,10,0,10
250,250,0,0,0,0
25,24,1,10,0,10
26,28,0,10,0,10
25,26,0,10,0,10
25,25,0,10,0,10
25,25,0,10,0,10
175,174,1,0,0,0
25,26,0,10,0,10
25,25,0,10,0,10
25,25,0,10,0,10
25,23,2,10,0,10
25,25,0,10,0,10
25,25,0,10,0,10
25,25,0,10,0,10
50,50,0,10,0,10
46,45,1,5,0,5
12,8,4,5,0,5
20,17,3,0,0,0
16,8,8,5,0,5
10,3,7,0,0,0
10,2,8,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,3,2,0,0,0
5,0,5,0,0,0
10,7,3,0,0,0
5,0,5,0,0,0
5,2,3,0,0,0
5,1,4,0,0,0
50,42,8,0,0,0
50,50,0,0,0,0
40,28,12,0,0,0
50,42,8,0,0,0
40,28,12,0,0,0
25,25,0,25,0,25
18,14,4,25,0,25
30,30,0,25,0,25
30,26,4,25,0,25
25,14,11,25,0,25
5,5,0,25,0,25
10,8,2,25,0,25
20,12,8,0,0,0
80,0,80,0,0,0
15,13,2,0,0,0
20,12,8,0,0,0
20,12,8,0,0,0
20,12,8,0,0,0
70,0,70,0,0,0
20,11,9,0,0,0
15,12,3,0,0,0
15,12,3,0,0,0
15,11,4,0,0,0
15,13,2,0,0,0
15,12,3,0,0,0
35,19,16,0,0,0
30,25,5,0,0,0
110,79,31,0,0,0
65,42,23,0,0,0
60,0,60,0,0,0
80,81,0,0,0,0
15,13,2,0,0,0
50,47,3,0,0,0
15,13,2,0,0,0
50,38,12,0,0,0
50,0,50,0,0,0
15,13,2,0,0,0
15,13,2,0,0,0
50,48,2,0,0,0
15,12,3,0,0,0
5,1,4,0,0,0
15,12,3,0,0,0
5,5,0,0,0,0
15,11,4,0,0,0
5,6,0,0,0,0
15,15,0,0,0,0
5,2,3,0,0,0
10,0,10,0,0,0
35,0,35,0,0,0
0,0,0,0,0,0
5,2,3,0,0,0
1,0,1,0,0,0
5,1,4,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,2,3,0,0,0
5,0,5,0,0,0
5,2,3,0,0,0
25,0,25,0,0,0
19,16,3,0,0,0
5,0,5,0,0,0
25,24,1,0,0,0
21,20,1,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
100,0,100,0,0,0
15,11,4,0,0,0
15,11,4,0,0,0
15,11,4,0,0,0
15,11,4,0,0,0
15,10,5,0,0,0
60,0,60,0,0,0
15,11,4,0,0,0
15,12,3,0,0,0
15,1,14,0,0,0
15,11,4,0,0,0
4,0,4,0,0,0
20,2,18,0,0,0
35,30,5,0,0,0
15,13,2,0,0,0
35,12,23,0,0,0
15,9,6,0,0,0
7,5,2,0,0,0
33,16,17,0,0,0
59,53,6,0,0,0
8,1,7,0,0,0
15,12,3,0,0,0
8,8,0,0,0,0
15,8,7,0,0,0
12,6,6,0,0,0
1,0,1,0,0,0
25,18,7,0,0,0
5,0,5,0,0,0
1,0,1,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,2,3,0,0,0
10,0,10,0,0,0
15,16,0,0,0,0
40,20,20,0,0,0
30,30,0,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
55,51,4,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
5,1,4,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
11,10,1,0,0,0
16,9,7,0,0,0
5,0,5,0,0,0
70,48,22,0,0,0
70,48,22,0,0,0
5,1,4,0,0,0
5,3,2,0,0,0
1,0,1,0,0,0
5,1,4,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
5,1,4,0,0,0
1,0,1,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
1,0,1,0,0,0
8,0,8,0,0,0
5,0,5,0,0,0
5,1,4,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
2,0,2,0,0,0
5,1,4,0,0,0
5,2,3,0,0,0
5,1,4,0,0,0
5,1,4,0,0,0
5,0,5,0,0,0
5,3,2,0,0,0
5,0,5,0,0,0
1,0,1,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
5,0,5,0,0,0
5,1,4,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,1,4,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
5,0,5,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
5,1,4,0,0,0
5,1,4,0,0,0
10,0,10,0,0,0
25,14,11,0,0,0
5,2,3,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,5,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
5,0,5,0,0,0
5,2,3,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
5,1,4,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
1,0,1,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
5,1,4,0,0,0
80,77,3,0,0,0
288,286,2,0,0,0
24,18,6,5,0,5
24,21,3,5,0,5
24,18,6,5,0,5
24,24,0,0,0,0
24,20,4,5,0,5
24,23,1,0,0,0
24,24,0,0,0,0
24,24,0,0,0,0
24,24,0,0,0,0
24,24,0,0,0,0
14,14,0,0,0,0
24,24,0,0,0,0
15,15,0,0,0,0
24,24,0,0,0,0
15,15,0,0,0,0
24,24,0,0,0,0
9,9,0,0,0,0
10,10,0,0,0,0
9,8,1,0,0,0
80,62,18,0,0,0
288,125,163,0,0,0
24,24,0,0,0,0
193,188,5,0,0,0
24,22,2,0,0,0
24,24,0,0,0,0
24,24,0,0,0,0
24,24,0,0,0,0
24,24,0,0,0,0
23,21,2,0,0,0
24,24,0,0,0,0
125,106,19,0,0,0
60,60,0,0,0,0
20,20,0,10,0,10
20,20,0,10,0,10
20,20,0,10,0,10
109,103,6,15,0,15
16,16,0,5,0,5
16,16,0,5,0,5
16,16,0,5,0,5
16,16,0,5,0,5
16,15,1,5,0,5
16,16,0,5,0,5
35,31,4,10,0,10
48,36,12,0,0,0
110,92,18,20,0,20
24,24,0,5,0,5
24,23,1,5,0,5
24,23,1,5,0,5
10,0,10,0,0,0
24,15,9,0,0,0
24,21,3,0,0,0
0,0,0,0,0,0
10,0,10,0,0,0
24,23,1,5,0,5
103,91,12,15,0,15
24,24,0,5,0,5
110,106,4,15,0,15
65,55,10,10,0,10
24,24,0,5,0,5
24,17,7,5,0,5
250,227,23,35,0,35
24,22,2,5,0,5
24,21,3,5,0,5
69,60,9,20,0,20
24,22,2,5,0,5
15,14,1,5,0,5
50,44,6,10,0,10
15,14,1,0,0,0
119,118,1,20,0,20
34,19,15,10,0,10
125,97,28,20,0,20
15,14,1,10,0,10
15,15,0,10,0,10
16,10,6,5,0,5
16,17,0,10,0,10
36,23,13,5,0,5
42,24,18,10,0,10
26,22,4,5,0,5
24,18,6,10,0,10
24,22,2,10,0,10
24,18,6,10,0,10
32,32,0,10,0,10
24,22,2,10,0,10
30,18,12,0,0,0
12,0,12,0,0,0
20,15,5,0,0,0
30,12,18,0,0,0
30,12,18,0,0,0
24,1,23,0,0,0
24,1,23,0,0,0
24,0,24,0,0,0
24,0,24,0,0,0
24,7,17,0,0,0
40,36,4,0,0,0
40,36,4,0,0,0
24,7,17,0,0,0
24,5,19,0,0,0
10,0,10,0,0,0
24,5,19,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
20,13,7,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
20,2,18,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,5,5,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,4,6,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
30,7,23,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,4,6,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,3,7,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
30,30,0,10,0,10
12,1,11,5,0,5
15,9,6,5,0,5
63,56,7,0,0,0
63,56,7,0,0,0
16,8,8,0,0,0
20,20,0,10,0,10
16,8,8,0,0,0
20,9,11,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,5,0,5
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
27,27,0,18,0,18
10,0,10,0,0,0
60,57,3,5,0,5
14,14,0,5,0,5
50,33,17,0,0,0
10,9,1,0,0,0
12,7,5,5,0,5
5,4,1,0,0,0
34,29,5,5,0,5
12,7,5,0,0,0
10,4,6,5,0,5
24,10,14,5,0,5
15,4,11,0,0,0
10,0,10,0,0,0
10,0,10,5,0,5
10,4,6,0,0,0
10,1,9,0,0,0
20,11,9,0,0,0
10,0,10,0,0,0
10,1,9,5,0,5
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,3,7,0,0,0
10,7,3,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,5,5,0,0,0
10,3,7,0,0,0
10,0,10,5,0,5
10,0,10,0,0,0
2,0,2,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,5,0,5
10,2,8,0,0,0
10,6,4,0,0,0
10,0,10,5,0,5
10,1,9,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,5,0,5
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
50,46,4,0,0,0
20,7,13,0,0,0
20,0,20,0,0,0
10,0,10,0,0,0
10,5,5,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,2,8,5,0,5
30,11,19,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,3,7,5,0,5
10,4,6,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,6,4,0,0,0
10,1,9,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,3,7,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,4,6,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,4,6,0,0,0
