seatCapacity,seatActual,seatRemaining,waitlistCapacity,waitlistActual,waitlistRemaining
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
20,20,0,0,0,0
15,15,0,0,0,0
95,67,28,0,0,0
74,64,10,0,0,0
25,2,23,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
10,6,4,0,0,0
45,22,23,0,0,0
40,40,0,0,0,0
25,15,10,0,0,0
44,28,16,0,0,0
44,33,11,0,0,0
32,20,12,0,0,0
20,7,13,0,0,0
10,9,1,0,0,0
10,3,7,0,0,0
90,72,18,0,0,0
30,10,20,0,0,0
10,2,8,0,0,0
32,18,14,0,0,0
10,0,10,0,0,0
15,9,6,0,0,0
10,0,10,0,0,0
70,68,2,0,0,0
70,68,2,0,0,0
25,1,24,0,0,0
32,21,11,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
15,11,4,0,0,0
75,36,39,0,0,0
20,5,15,0,0,0
75,36,39,0,0,0
20,5,15,0,0,0
30,22,8,0,0,0
32,13,19,0,0,0
32,14,18,0,0,0
55,39,16,0,0,0
10,5,5,0,0,0
32,14,18,0,0,0
32,12,20,0,0,0
10,2,8,0,0,0
15,6,9,0,0,0
10,0,10,0,0,0
20,0,20,0,0,0
10,1,9,0,0,0
16,1,15,0,0,0
10,6,4,0,0,0
40,38,2,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,2,8,0,0,0
5,0,5,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
20,6,14,0,0,0
10,0,10,0,0,0
25,1,24,0,0,0
100,0,100,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
20,0,20,0,0,0
100,0,100,0,0,0
20,1,19,0,0,0
100,2,98,0,0,0
20,4,16,0,0,0
10,1,9,0,0,0
105,48,57,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
20,0,20,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
1,0,1,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
20,1,19,0,0,0
10,0,10,0,0,0
100,0,100,0,0,0
10,1,9,0,0,0
100,3,97,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,7,3,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
20,2,18,0,0,0
100,2,98,0,0,0
40,1,39,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,10,0,0,0,0
10,1,9,0,0,0
50,0,50,0,0,0
10,0,10,0,0,0
10,10,0,0,0,0
5,1,4,0,0,0
5,3,2,0,0,0
75,42,33,0,0,0
5,3,2,0,0,0
5,1,4,0,0,0
75,33,42,0,0,0
20,18,2,0,0,0
20,14,6,0,0,0
8,0,8,0,0,0
35,15,20,0,0,0
10,3,7,0,0,0
16,0,16,0,0,0
8,0,8,0,0,0
8,0,8,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
20,1,19,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
20,0,20,0,0,0
10,0,10,0,0,0
20,0,20,0,0,0
25,8,17,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
21,0,21,0,0,0
21,0,21,0,0,0
10,0,10,0,0,0
21,0,21,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
21,0,21,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,1,4,0,0,0
10,0,10,0,0,0
5,1,4,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
21,0,21,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
20,0,20,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
25,2,23,0,0,0
25,0,25,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
15,2,13,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
25,2,23,0,0,0
10,2,8,0,0,0
10,4,6,0,0,0
20,1,19,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
25,1,24,0,0,0
20,5,15,0,0,0
20,6,14,0,0,0
20,0,20,0,0,0
25,1,24,0,0,0
160,48,112,0,0,0
10,5,5,0,0,0
10,0,10,0,0,0
25,1,24,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,6,4,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
25,0,25,0,0,0
25,1,24,0,0,0
10,3,7,0,0,0
20,2,18,0,0,0
20,3,17,0,0,0
10,3,7,0,0,0
25,0,25,0,0,0
25,3,22,0,0,0
10,1,9,0,0,0
25,0,25,0,0,0
10,0,10,0,0,0
25,0,25,0,0,0
50,6,44,0,0,0
50,8,42,0,0,0
65,10,55,0,0,0
50,7,43,0,0,0
250,249,0,55,35,20
250,249,0,55,55,0
250,249,0,55,55,0
100,99,0,50,25,25
250,250,0,50,28,22
250,250,0,45,45,0
175,174,1,0,0,0
25,25,0,5,3,2
25,25,0,5,5,0
25,25,0,10,6,4
25,24,0,5,5,0
25,25,0,5,5,0
25,25,0,5,4,1
25,25,0,10,10,0
175,175,0,0,0,0
25,25,0,5,3,2
25,25,0,5,1,4
25,25,0,5,2,3
25,25,0,5,4,1
25,25,0,5,5,0
25,25,0,5,4,1
25,25,0,5,4,1
50,45,5,0,0,0
25,24,1,5,0,5
25,21,4,5,0,5
51,51,0,15,14,1
10,3,7,0,0,0
30,18,12,0,0,0
15,15,0,5,0,5
15,7,8,5,0,5
12,1,11,5,0,5
5,0,5,0,0,0
5,1,4,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,1,4,0,0,0
5,3,2,0,0,0
5,0,5,0,0,0
40,4,36,0,0,0
5,0,5,0,0,0
40,17,23,0,0,0
40,4,36,0,0,0
50,17,33,0,0,0
25,24,0,25,2,23
18,18,0,25,23,2
25,9,16,25,0,25
25,11,14,25,0,25
15,11,4,25,0,25
5,5,0,25,0,25
75,67,8,0,0,0
15,0,15,0,0,0
15,0,15,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
37,37,0,0,0,0
15,0,15,0,0,0
37,29,8,0,0,0
75,58,17,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
80,71,9,0,0,0
15,0,15,0,0,0
70,50,20,0,0,0
100,37,63,0,0,0
15,0,15,0,0,0
15,0,15,0,0,0
15,0,15,0,0,0
75,30,45,0,0,0
15,0,15,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
15,0,15,0,0,0
8,8,0,3,2,1
10,9,1,0,0,0
115,115,0,15,4,11
8,7,1,2,0,2
20,14,6,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,2,3,0,0,0
20,0,20,0,0,0
5,4,1,0,0,0
8,1,7,0,0,0
15,3,12,0,0,0
3,0,3,0,0,0
2,0,2,0,0,0
5,1,4,0,0,0
1,0,1,0,0,0
5,1,4,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
25,17,8,0,0,0
15,0,15,0,0,0
75,51,24,0,0,0
20,0,20,0,0,0
15,0,15,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
75,44,31,0,0,0
20,1,19,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
15,0,15,0,0,0
15,0,15,0,0,0
3,0,3,0,0,0
20,0,20,0,0,0
15,8,7,0,0,0
6,2,2,3,2,1
10,10,0,0,0,0
9,6,3,0,0,0
8,6,2,5,0,5
29,14,15,0,0,0
9,3,6,10,0,10
10,0,10,0,0,0
10,9,1,0,0,0
20,15,5,0,0,0
10,10,0,0,0,0
10,7,3,0,0,0
1,0,1,0,0,0
20,10,10,0,0,0
5,0,5,0,0,0
1,0,1,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
10,5,5,0,0,0
64,48,16,0,0,0
64,48,16,0,0,0
75,43,32,0,0,0
17,0,17,0,0,0
15,6,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
27,10,17,0,0,0
10,0,10,0,0,0
50,38,12,0,0,0
12,0,12,0,0,0
13,1,12,0,0,0
8,10,0,8,1,7
15,4,11,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
1,0,1,0,0,0
5,1,4,0,0,0
5,0,5,0,0,0
1,0,1,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
5,1,4,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
1,2,0,0,0,0
5,0,5,0,0,0
8,0,8,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
2,0,2,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
15,6,9,0,0,0
5,0,5,0,0,0
5,2,3,0,0,0
1,0,1,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
15,0,15,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
1,0,1,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
5,0,5,0,0,0
191,191,0,0,0,0
5,0,5,0,0,0
24,24,0,10,4,6
24,24,0,10,3,7
24,24,0,10,0,10
24,24,0,10,0,10
24,24,0,10,2,8
24,24,0,10,0,10
24,24,0,5,1,4
24,24,0,10,2,8
192,96,96,0,0,0
112,111,1,0,0,0
20,20,0,12,0,12
192,138,54,0,0,0
24,24,0,12,0,12
20,20,0,12,1,11
24,23,1,12,0,12
24,24,0,5,0,5
24,24,0,12,3,9
24,24,0,5,0,5
24,24,0,5,0,5
24,24,0,5,0,5
24,19,5,5,0,5
24,23,1,5,0,5
120,78,42,0,0,0
192,64,128,0,0,0
120,120,0,15,1,14
24,24,0,5,1,4
24,24,0,5,0,5
24,24,0,5,0,5
10,0,10,0,0,0
10,0,10,0,0,0
106,106,0,15,12,3
24,24,0,5,4,1
80,77,3,15,0,15
150,118,32,20,0,20
24,21,3,5,0,5
170,169,0,40,40,0
24,24,0,15,11,4
24,24,0,15,10,5
24,24,0,15,11,4
0,7,0,0,0,0
0,2,0,0,0,0
25,25,0,5,0,5
0,7,0,0,0,0
30,24,6,5,0,5
130,130,0,25,15,10
20,20,0,0,0,0
150,87,63,5,0,5
24,15,9,5,0,5
16,16,0,10,3,7
16,16,0,10,2,8
16,16,0,10,3,7
90,86,4,10,0,10
16,16,0,10,7,3
24,24,0,5,5,0
30,30,0,5,4,1
30,9,21,5,0,5
24,7,17,5,0,5
75,55,20,0,0,0
22,18,4,0,0,0
22,18,4,5,0,5
24,22,2,5,0,5
24,22,2,0,0,0
15,6,9,5,0,5
30,24,6,0,0,0
30,30,0,35,33,2
12,0,12,0,0,0
12,3,9,0,0,0
30,0,30,0,0,0
24,0,24,0,0,0
30,0,30,0,0,0
24,0,24,0,0,0
24,0,24,0,0,0
24,0,24,0,0,0
24,0,24,0,0,0
40,0,40,0,0,0
40,0,40,0,0,0
24,0,24,0,0,0
24,0,24,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
24,0,24,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
20,0,20,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
30,1,29,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
2,2,0,0,0,0
16,16,0,5,5,0
10,0,10,0,0,0
10,0,10,0,0,0
30,30,0,10,10,0
16,16,0,0,0,0
12,12,0,5,0,5
16,16,0,10,7,3
6,3,3,0,0,0
6,3,3,0,0,0
16,3,13,5,0,5
10,10,0,5,5,0
10,7,3,5,0,5
15,15,0,10,0,10
10,10,0,5,3,2
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,5,0,5
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
60,59,0,5,1,4
30,25,5,5,0,5
16,5,11,5,0,5
2,2,0,0,0,0
30,20,10,5,0,5
16,3,13,5,0,5
16,4,12,5,0,5
30,7,23,5,0,5
8,8,0,5,1,4
8,8,0,5,1,4
11,11,0,5,0,5
10,0,10,0,0,0
16,16,0,5,1,4
10,0,10,5,0,5
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,5,0,5
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,5,0,5
10,0,10,0,0,0
2,1,1,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,5,0,5
10,1,9,0,0,0
10,0,10,5,0,5
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,10,0,0,0,0
10,0,10,5,0,5
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,3,7,0,0,0
10,2,8,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,5,5,0,0,0
10,2,8,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
50,6,44,0,0,0
20,0,20,0,0,0
20,0,20,0,0,0
10,0,10,0,0,0
10,4,6,0,0,0
10,1,9,0,0,0
10,9,1,0,0,0
10,0,10,0,0,0
10,1,9,5,0,5
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,0,10,0,0,0
10,4,6,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,2,8,5,0,5
10,1,9,0,0,0
10,0,10,0,0,0
10,1,9,0,0,0
10,0,10,0,0,0
10,2,8,0,0,0
10,2,8,0,0,0
