crn,seatCapacity,seatActual,seatRemaining,waitlistCapacity,waitlistActual,waitlistRemaining
33634,25,17,8,0,0,0
23327,10,0,10,0,0,0
57538,10,1,9,0,0,0
25013,20,0,20,0,0,0
87409,110,102,8,0,0,0
32677,24,8,16,5,0,5
91974,10,0,10,0,0,0
95128,5,2,3,0,0,0
90659,250,227,23,35,0,35
56908,0,0,0,0,0,0
53993,25,8,17,0,0,0
59177,10,0,10,0,0,0
23529,10,0,10,0,0,0
90914,11,7,4,0,0,0
24874,20,0,20,0,0,0
33633,15,0,15,0,0,0
30962,24,23,0,5,5,0
85586,10,0,10,0,0,0
95275,5,0,5,0,0,0
91937,24,24,0,5,0,5
59320,10,0,10,0,0,0
56501,20,0,20,0,0,0
22021,10,0,10,0,0,0
27295,10,0,10,0,0,0
59179,10,0,10,0,0,0
33635,15,0,15,0,0,0
82275,11,7,4,0,0,0
33378,25,11,14,5,0,5
83886,10,0,10,0,0,0
54094,10,0,10,0,0,0
91939,24,17,7,5,0,5
53504,10,0,10,0,0,0
22345,10,0,10,0,0,0
23534,10,0,10,0,0,0
33636,75,52,23,0,0,0
90890,25,24,1,0,0,0
86770,90,95,0,0,0,0
30633,75,55,20,0,0,0
59180,10,1,9,0,0,0
84122,10,0,10,0,0,0
91941,24,21,3,5,0,5
53856,10,0,10,0,0,0
24471,20,0,20,0,0,0
55636,5,0,5,0,0,0
94891,21,20,1,0,0,0
30930,20,0,20,0,0,0
29375,10,0,10,0,0,0
82347,10,0,10,0,0,0
59181,10,0,10,0,0,0
87410,90,42,48,0,0,0
91947,24,22,2,5,0,5
33376,22,17,5,0,0,0
55961,10,1,9,0,0,0
23506,10,0,10,0,0,0
57849,45,8,37,0,0,0
94702,10,0,10,0,0,0
22355,10,2,8,0,0,0
92169,75,58,17,0,0,0
84130,10,0,10,0,0,0
30931,20,0,20,0,0,0
59182,10,0,10,0,0,0
94312,24,22,2,5,0,5
33375,22,17,5,5,0,5
25750,92,92,0,0,0,0
53223,10,0,10,0,0,0
59054,40,33,7,0,0,0
54034,10,0,10,0,0,0
30934,20,0,20,0,0,0
90658,110,103,7,0,0,0
21625,10,1,9,0,0,0
59190,10,0,10,0,0,0
94701,10,0,10,0,0,0
91975,10,0,10,0,0,0
90665,69,60,9,20,0,20
29184,24,22,2,0,0,0
59055,40,33,7,20,0,20
59321,10,0,10,0,0,0
33820,92,4,88,0,0,0
24131,10,0,10,0,0,0
59191,10,0,10,0,0,0
54743,10,0,10,0,0,0
82723,10,0,10,0,0,0
29185,24,22,2,5,0,5
90815,15,14,1,5,0,5
58117,10,0,10,0,0,0
59093,40,14,26,0,0,0
30933,20,0,20,0,0,0
25751,95,95,0,0,0,0
90796,100,0,100,0,0,0
29376,10,0,10,0,0,0
59192,10,0,10,0,0,0
53738,10,0,10,0,0,0
90816,15,14,1,0,0,0
32678,15,5,10,5,0,5
58379,40,18,22,0,0,0
52848,10,0,10,0,0,0
81879,10,1,9,0,0,0
33637,75,44,31,0,0,0
28597,95,85,10,0,0,0
59094,40,14,26,20,0,20
92747,15,11,4,0,0,0
20432,10,0,10,0,0,0
59193,10,0,10,0,0,0
56546,15,0,15,0,0,0
57601,10,0,10,0,0,0
29134,30,30,0,35,32,3
57827,40,17,23,0,0,0
90662,6,5,1,0,0,0
91081,50,44,6,10,0,10
30938,20,1,19,0,0,0
25757,90,41,49,0,0,0
84819,10,0,10,0,0,0
92877,15,11,4,0,0,0
20433,10,0,10,0,0,0
59194,10,0,10,0,0,0
53696,10,0,10,0,0,0
91085,34,19,15,10,0,10
29135,30,26,4,0,0,0
90690,6,6,0,0,0,0
91976,10,0,10,0,0,0
29377,10,0,10,0,0,0
25752,65,57,8,0,0,0
92746,15,11,4,0,0,0
59195,10,0,10,0,0,0
59322,10,0,10,0,0,0
30942,20,0,20,0,0,0
53968,10,2,8,0,0,0
90797,125,97,28,20,0,20
80472,10,0,10,0,0,0
29136,12,0,12,0,0,0
90691,6,5,1,0,0,0
29378,10,0,10,0,0,0
56366,10,0,10,0,0,0
92876,15,11,4,0,0,0
58620,10,3,7,0,0,0
59196,10,0,10,0,0,0
26250,95,98,0,0,0,0
33639,15,0,15,0,0,0
59818,5,0,5,0,0,0
80473,10,0,10,0,0,0
90668,119,118,1,20,0,20
29137,12,6,6,0,0,0
22307,10,0,10,0,0,0
94831,15,10,5,0,0,0
56569,10,1,9,0,0,0
28768,11,4,7,0,0,0
90693,6,6,0,0,0,0
59323,10,0,10,0,0,0
59197,10,0,10,0,0,0
30936,20,0,20,0,0,0
58011,1,0,1,0,0,0
91977,10,0,10,0,0,0
29389,30,0,30,0,0,0
91543,15,15,0,10,0,10
92275,60,0,60,0,0,0
21035,10,0,10,0,0,0
53729,10,0,10,0,0,0
59198,10,0,10,0,0,0
90694,6,7,0,0,0,0
33638,15,0,15,0,0,0
55593,10,0,10,0,0,0
21969,11,4,7,0,0,0
56495,3,0,3,0,0,0
91978,10,0,10,0,0,0
94833,15,11,4,0,0,0
91544,15,14,1,10,0,10
59937,10,1,9,0,0,0
29402,30,0,30,0,0,0
59199,10,1,9,0,0,0
21628,10,0,10,0,0,0
32223,3,0,3,0,0,0
56424,5,0,5,0,0,0
25753,75,65,10,0,0,0
54064,10,0,10,0,0,0
90695,6,6,0,0,0,0
82661,10,0,10,0,0,0
92683,15,11,4,0,0,0
29400,24,0,24,0,0,0
59200,10,0,10,0,0,0
94241,16,17,0,10,0,10
54049,10,1,9,0,0,0
57671,3,0,3,0,0,0
30970,15,6,9,0,0,0
90696,6,6,0,0,0,0
31285,60,59,1,5,0,5
53505,10,0,10,0,0,0
28605,91,38,53,0,0,0
81162,10,0,10,0,0,0
92878,15,12,3,0,0,0
29401,24,0,24,0,0,0
30682,29,14,15,0,0,0
53896,10,0,10,0,0,0
59201,10,0,10,0,0,0
57909,3,0,3,0,0,0
31287,30,26,4,5,0,5
93904,36,23,13,5,0,5
55717,10,0,10,0,0,0
90698,6,6,0,0,0,0
81885,10,0,10,0,0,0
26251,105,97,8,0,0,0
92716,15,12,3,0,0,0
29409,24,0,24,0,0,0
57522,10,0,10,0,0,0
30905,6,2,2,3,2,1
31288,30,20,10,5,0,5
91548,16,10,6,5,0,5
57963,3,0,3,0,0,0
58072,10,0,10,0,0,0
83770,27,27,0,18,0,18
94838,4,0,4,0,0,0
28616,140,140,0,0,0,0
90700,6,6,0,0,0,0
59206,10,0,10,0,0,0
29410,24,0,24,0,0,0
30980,10,10,0,0,0,0
53725,10,0,10,0,0,0
55788,3,0,3,0,0,0
31289,16,5,11,5,0,5
91553,42,24,18,10,0,10
86938,60,57,3,5,0,5
28638,8,8,0,0,0,0
92685,15,1,14,0,0,0
90701,6,4,2,0,0,0
54679,10,0,10,0,0,0
59207,10,0,10,0,0,0
29403,40,6,34,0,0,0
31110,9,6,3,0,0,0
58463,5,0,5,0,0,0
33029,16,3,13,5,0,5
93869,6,6,0,0,0,0
94086,26,22,4,5,0,5
59208,10,0,10,0,0,0
53857,10,0,10,0,0,0
28639,8,8,0,0,0,0
82754,50,33,17,0,0,0
29404,40,6,34,0,0,0
88088,20,2,18,0,0,0
33030,16,4,12,5,0,5
30907,8,6,2,5,0,5
93870,6,6,0,0,0,0
56385,5,0,5,0,0,0
83427,35,30,5,0,0,0
59209,10,2,8,0,0,0
91568,24,22,2,10,0,10
94087,14,14,0,5,0,5
55953,10,0,10,0,0,0
29405,24,2,22,0,0,0
28640,8,8,0,0,0,0
29138,2,2,0,0,0,0
60366,40,22,18,0,0,0
54559,3,0,3,0,0,0
59210,10,0,10,0,0,0
89842,12,7,5,5,0,5
93871,6,6,0,0,0,0
91571,24,22,2,10,0,10
84618,15,13,2,0,0,0
59324,10,0,10,0,0,0
29406,24,2,22,0,0,0
28641,8,8,0,0,0,0
33049,30,9,21,5,0,5
32876,9,3,6,10,0,10
60654,0,6,0,0,0,0
55671,3,0,3,0,0,0
91636,24,18,6,10,0,10
59211,10,0,10,0,0,0
94691,10,9,1,0,0,0
52849,10,0,10,0,0,0
84619,15,9,6,0,0,0
93872,6,5,1,0,0,0
29407,24,1,23,0,0,0
28642,8,8,0,0,0,0
33032,8,8,0,5,1,4
30971,16,12,4,0,0,0
91637,24,18,6,10,0,10
58877,35,7,28,0,0,0
59213,10,1,9,0,0,0
55446,3,0,3,0,0,0
93993,12,7,5,0,0,0
53506,10,0,10,0,0,0
89636,35,12,23,0,0,0
93873,6,7,0,0,0,0
29408,24,1,23,0,0,0
28643,8,8,0,0,0,0
27665,11,11,0,5,2,3
27167,10,0,10,0,0,0
91554,32,32,0,10,0,10
60285,30,3,27,0,0,0
58051,10,0,10,0,0,0
54467,3,0,3,0,0,0
85113,5,4,1,0,0,0
59239,10,0,10,0,0,0
87810,7,5,2,0,0,0
28644,8,8,0,0,0,0
29007,10,0,10,0,0,0
33377,21,18,3,5,0,5
93874,6,5,1,0,0,0
32863,10,10,0,0,0,0
91555,30,18,12,0,0,0
88588,10,4,6,5,0,5
59325,10,0,10,0,0,0
58461,5,0,5,0,0,0
58874,30,2,28,0,0,0
28645,8,8,0,0,0,0
59241,10,0,10,0,0,0
33033,8,8,0,5,1,4
29008,10,0,10,0,0,0
93875,6,6,0,0,0,0
94659,33,16,17,0,0,0
31561,20,17,3,0,0,0
91556,12,0,12,0,0,0
60817,10,1,9,0,0,0
54325,10,0,10,0,0,0
57637,3,0,3,0,0,0
94091,34,29,5,5,0,5
59242,10,0,10,0,0,0
28646,8,8,0,0,0,0
28337,10,0,10,0,0,0
86175,59,53,6,0,0,0
31126,10,7,3,0,0,0
29009,10,0,10,0,0,0
91557,20,15,5,0,0,0
93876,6,5,1,0,0,0
53507,10,0,10,0,0,0
56856,3,0,3,0,0,0
89270,24,10,14,5,0,5
53136,32,30,2,0,0,0
59243,10,0,10,0,0,0
31022,8,8,0,0,0,0
94835,10,0,10,0,0,0
92008,30,12,18,0,0,0
29010,10,1,9,0,0,0
31139,20,10,10,0,0,0
60493,20,3,17,0,0,0
20434,10,0,10,5,0,5
89263,65,63,2,0,0,0
53858,10,0,10,0,0,0
60068,3,0,3,0,0,0
53360,10,5,5,0,0,0
59244,10,2,8,0,0,0
31021,8,8,0,0,0,0
93994,15,4,11,0,0,0
86881,8,1,7,0,0,0
29011,10,0,10,0,0,0
28062,1,0,1,0,0,0
91996,48,10,38,0,0,0
92038,30,12,18,0,0,0
59711,6,0,6,0,0,0
23192,10,0,10,0,0,0
58889,15,3,12,0,0,0
59245,10,0,10,0,0,0
55477,10,0,10,0,0,0
31019,8,8,0,0,0,0
55202,25,15,10,0,0,0
90362,10,0,10,0,0,0
88788,8,8,0,0,0,0
29012,10,0,10,0,0,0
90898,55,35,20,0,0,0
29966,5,0,5,0,0,0
33388,10,1,9,0,0,0
57225,3,0,3,0,0,0
92036,24,1,23,0,0,0
57212,10,1,9,0,0,0
57584,10,0,10,0,0,0
59246,10,0,10,0,0,0
31017,8,8,0,0,0,0
60301,32,0,32,0,0,0
94944,12,6,6,0,0,0
33805,24,21,3,20,0,20
87412,55,35,20,0,0,0
27407,1,0,1,0,0,0
60702,3,0,3,0,0,0
29013,10,0,10,0,0,0
92037,24,1,23,0,0,0
20435,10,0,10,0,0,0
80474,10,0,10,5,0,5
57213,20,7,13,0,0,0
59247,10,0,10,0,0,0
55478,10,0,10,0,0,0
31016,8,8,0,0,0,0
60302,14,7,7,0,0,0
87042,15,8,7,0,0,0
27679,32,26,6,20,0,20
24066,5,0,5,0,0,0
92066,10,0,10,0,0,0
29014,10,0,10,0,0,0
55882,3,0,3,0,0,0
92045,24,0,24,0,0,0
20436,10,0,10,0,0,0
59248,10,0,10,0,0,0
60495,30,5,25,0,0,0
83705,10,4,6,0,0,0
53092,10,0,10,0,0,0
31012,8,8,0,0,0,0
56715,15,7,8,0,0,0
86876,25,18,7,0,0,0
27681,32,24,8,20,0,20
92068,10,0,10,0,0,0
28166,5,0,5,0,0,0
29015,10,0,10,0,0,0
20437,10,0,10,0,0,0
57938,3,0,3,0,0,0
80475,10,1,9,0,0,0
58890,20,8,12,0,0,0
59249,10,0,10,0,0,0
59327,10,0,10,0,0,0
92046,24,0,24,0,0,0
31009,8,8,0,0,0,0
53711,0,0,0,0,0,0
90025,1,0,1,0,0,0
29381,24,23,1,20,0,20
29970,5,0,5,0,0,0
90903,85,64,21,0,0,0
29016,10,0,10,0,0,0
26458,10,0,10,5,0,5
80476,20,11,9,0,0,0
56758,3,0,3,0,0,0
59825,30,13,17,0,0,0
92039,40,36,4,0,0,0
59250,10,0,10,0,0,0
53011,10,2,8,0,0,0
31007,8,8,0,0,0,0
55479,10,0,10,0,0,0
92940,5,0,5,0,0,0
30939,10,6,4,0,0,0
25127,10,0,10,0,0,0
80477,10,0,10,0,0,0
55373,3,0,3,0,0,0
92040,40,36,4,0,0,0
87413,85,64,21,0,0,0
57551,5,1,4,0,0,0
60835,10,2,8,0,0,0
59251,10,2,8,0,0,0
58098,10,0,10,0,0,0
31005,7,4,3,0,0,0
28737,144,144,0,20,1,19
29017,10,0,10,0,0,0
88961,1,0,1,0,0,0
30684,64,48,16,0,0,0
22308,10,0,10,0,0,0
91604,10,0,10,0,0,0
87737,10,1,9,5,0,5
54530,5,0,5,0,0,0
57523,3,0,3,0,0,0
92041,24,7,17,0,0,0
54017,10,0,10,0,0,0
59252,10,0,10,0,0,0
29018,10,0,10,0,0,0
59329,10,0,10,0,0,0
28838,36,36,0,20,0,20
30615,85,38,47,0,0,0
84748,5,0,5,0,0,0
30700,64,48,16,0,0,0
24556,10,0,10,0,0,0
92042,24,7,17,0,0,0
85961,10,0,10,0,0,0
87567,10,0,10,0,0,0
54956,2,0,2,0,0,0
57481,5,0,5,0,0,0
57847,10,1,9,0,0,0
59253,10,0,10,0,0,0
29019,10,0,10,0,0,0
90145,5,0,5,0,0,0
30623,45,16,29,0,0,0
54311,10,1,9,0,0,0
30688,75,45,30,0,0,0
28847,36,36,0,20,0,20
23190,10,0,10,0,0,0
92043,24,5,19,0,0,0
90916,14,11,3,0,0,0
82662,10,1,9,0,0,0
59256,10,0,10,0,0,0
55376,10,0,10,0,0,0
56729,5,0,5,0,0,0
29025,10,0,10,0,0,0
57564,5,0,5,0,0,0
92944,5,2,3,0,0,0
28766,55,28,27,0,0,0
54958,10,0,10,0,0,0
33785,15,6,9,0,0,0
28848,36,36,0,20,6,14
92044,24,5,19,0,0,0
88672,14,11,3,0,0,0
25061,10,0,10,0,0,0
54353,10,0,10,0,0,0
60569,5,1,4,0,0,0
55196,10,0,10,0,0,0
55926,3,0,3,0,0,0
92684,15,16,0,0,0,0
85301,10,0,10,0,0,0
30973,17,0,17,0,0,0
26252,55,28,27,0,0,0
29027,10,0,10,0,0,0
59257,10,1,9,0,0,0
33512,36,35,1,20,0,20
91359,10,0,10,0,0,0
22634,10,0,10,0,0,0
55064,10,0,10,0,0,0
92067,4,0,4,0,0,0
55481,10,0,10,0,0,0
92875,30,30,0,0,0,0
58188,2,0,2,0,0,0
83703,10,2,8,0,0,0
54301,3,0,3,0,0,0
28738,145,139,6,0,0,0
29419,10,0,10,0,0,0
59258,10,1,9,0,0,0
29029,10,0,10,0,0,0
27203,10,0,10,0,0,0
91360,10,0,10,0,0,0
56808,10,2,8,0,0,0
21400,10,0,10,0,0,0
55482,10,0,10,0,0,0
57686,3,0,3,0,0,0
94837,40,20,20,0,0,0
56893,3,0,3,0,0,0
27204,10,0,10,0,0,0
29421,10,0,10,0,0,0
85894,10,0,10,0,0,0
92069,4,0,4,0,0,0
28786,30,26,4,20,0,20
29031,10,1,9,0,0,0
59259,10,0,10,0,0,0
22744,10,1,9,0,0,0
91361,10,0,10,0,0,0
53364,10,0,10,0,0,0
91758,55,51,4,0,0,0
55111,10,0,10,0,0,0
58326,30,4,26,0,0,0
56854,3,0,3,0,0,0
59260,10,0,10,0,0,0
28767,85,73,12,0,0,0
83039,10,0,10,0,0,0
26010,10,0,10,0,0,0
29032,10,2,8,0,0,0
90915,8,4,4,0,0,0
28787,25,25,0,20,4,16
91362,10,2,8,0,0,0
55260,10,0,10,0,0,0
27205,10,1,9,0,0,0
88695,10,0,10,0,0,0
59328,10,0,10,0,0,0
55811,3,0,3,0,0,0
28788,30,30,0,20,0,20
29033,10,0,10,0,0,0
59261,10,0,10,0,0,0
20438,10,0,10,0,0,0
82276,8,4,4,0,0,0
81620,10,1,9,0,0,0
91363,10,1,9,0,0,0
26253,85,73,12,0,0,0
27206,10,0,10,0,0,0
88696,10,0,10,0,0,0
55039,10,0,10,0,0,0
58088,3,0,3,0,0,0
28789,30,29,0,20,1,19
29165,10,0,10,0,0,0
59262,10,0,10,0,0,0
83173,10,2,8,0,0,0
80003,50,51,0,0,0,0
33387,10,1,9,0,0,0
91364,10,0,10,0,0,0
27207,10,0,10,0,0,0
88698,10,0,10,0,0,0
57603,10,0,10,0,0,0
60734,3,1,2,0,0,0
26339,10,0,10,0,0,0
87132,10,0,10,0,0,0
53088,10,0,10,0,0,0
29654,30,29,0,20,1,19
28123,10,0,10,0,0,0
91365,10,0,10,0,0,0
27208,10,0,10,0,0,0
88699,10,0,10,0,0,0
59263,10,1,9,0,0,0
82075,90,86,4,0,0,0
59330,10,0,10,0,0,0
60651,1,1,0,0,0,0
28770,25,13,12,0,0,0
56747,10,0,10,0,0,0
22018,10,0,10,0,0,0
28739,144,126,18,0,0,0
88700,10,0,10,0,0,0
80478,10,0,10,0,0,0
59264,10,0,10,0,0,0
91366,10,0,10,0,0,0
87414,65,44,21,0,0,0
27209,10,0,10,0,0,0
29034,10,1,9,0,0,0
54057,10,0,10,0,0,0
56550,5,1,4,0,0,0
22106,10,0,10,0,0,0
27185,25,13,12,0,0,0
28781,24,24,0,20,4,16
88702,10,0,10,0,0,0
53372,10,1,9,0,0,0
90096,10,0,10,0,0,0
27210,10,0,10,0,0,0
59265,10,0,10,0,0,0
87415,68,69,0,0,0,0
54363,10,0,10,0,0,0
91367,10,0,10,0,0,0
58511,5,0,5,0,0,0
29035,10,0,10,0,0,0
88703,10,0,10,0,0,0
22758,10,0,10,0,0,0
82341,10,2,8,0,0,0
28782,24,24,0,20,4,16
29420,4,0,4,0,0,0
90702,120,96,24,0,0,0
91368,10,0,10,0,0,0
55152,10,0,10,0,0,0
60573,10,5,5,0,0,0
32404,5,0,5,0,0,0
56810,10,1,9,0,0,0
56733,10,0,10,0,0,0
57674,3,0,3,0,0,0
29037,10,0,10,0,0,0
88704,10,1,9,0,0,0
23540,10,0,10,0,0,0
28783,24,18,6,20,0,20
90703,20,19,1,0,0,0
29422,10,0,10,0,0,0
55709,10,0,10,0,0,0
91369,10,0,10,0,0,0
59266,10,0,10,0,0,0
82438,10,7,3,0,0,0
53108,100,27,73,0,0,0
57914,5,0,5,0,0,0
59969,3,0,3,0,0,0
29038,10,0,10,0,0,0
27211,10,0,10,0,0,0
95133,5,1,4,0,0,0
28784,24,12,12,20,0,20
90704,20,20,0,0,0,0
28769,8,5,3,0,0,0
91370,10,0,10,0,0,0
55483,10,0,10,0,0,0
22309,10,0,10,0,0,0
59267,10,0,10,0,0,0
57913,5,0,5,0,0,0
53089,10,2,8,0,0,0
54977,4,0,4,0,0,0
29041,10,3,7,0,0,0
27212,10,0,10,0,0,0
88705,10,2,8,0,0,0
28785,24,24,0,20,5,15
90705,20,17,3,0,0,0
91371,10,0,10,0,0,0
21970,8,5,3,0,0,0
55484,10,0,10,0,0,0
29044,10,1,9,0,0,0
58465,10,2,8,10,0,10
58042,5,0,5,0,0,0
59268,10,0,10,0,0,0
55922,5,1,4,0,0,0
21036,10,0,10,0,0,0
27960,10,0,10,0,0,0
31920,24,24,0,20,1,19
88706,10,0,10,0,0,0
90706,20,15,5,0,0,0
91378,10,0,10,0,0,0
56909,10,2,8,0,0,0
58128,5,0,5,0,0,0
32645,110,108,2,0,0,0
59269,10,0,10,0,0,0
53903,10,0,10,0,0,0
83193,10,3,7,0,0,0
24705,10,0,10,0,0,0
29045,10,1,9,0,0,0
56438,5,0,5,0,0,0
89857,10,2,8,0,0,0
29987,5,0,5,0,0,0
90707,20,10,10,0,0,0
91380,10,0,10,0,0,0
54741,2,0,2,0,0,0
59331,10,0,10,0,0,0
20003,65,62,3,0,0,0
59792,10,0,10,0,0,0
59270,10,0,10,0,0,0
29046,10,0,10,0,0,0
57178,3,0,3,0,0,0
84137,10,0,10,0,0,0
25085,10,0,10,0,0,0
92971,5,0,5,0,0,0
33395,27,11,16,0,0,0
90708,20,15,5,0,0,0
91382,10,0,10,0,0,0
55485,10,0,10,0,0,0
32436,10,0,10,0,0,0
58184,10,0,10,0,0,0
21797,90,46,44,0,0,0
59271,10,0,10,0,0,0
29047,10,0,10,0,0,0
82663,10,1,9,0,0,0
59876,5,0,5,0,0,0
55842,5,0,5,0,0,0
21401,10,0,10,0,0,0
94911,11,10,1,0,0,0
31890,10,0,10,0,0,0
86575,10,0,10,0,0,0
91384,10,0,10,0,0,0
53859,10,0,10,0,0,0
59272,10,0,10,0,0,0
56912,20,0,20,0,0,0
22672,3,0,3,0,0,0
26254,65,62,3,0,0,0
29069,10,0,10,0,0,0
81163,10,0,10,0,0,0
57987,5,0,5,0,0,0
21620,10,0,10,0,0,0
57280,2,0,2,0,0,0
32865,50,38,12,0,0,0
94942,16,9,7,0,0,0
89510,10,0,10,0,0,0
91385,10,1,9,0,0,0
59273,10,0,10,0,0,0
94776,30,30,0,20,0,20
55962,10,0,10,0,0,0
56973,10,0,10,0,0,0
25625,1,0,1,0,0,0
26255,95,88,7,0,0,0
29070,10,0,10,0,0,0
85463,10,3,7,0,0,0
57610,5,0,5,0,0,0
57177,3,0,3,0,0,0
24601,10,0,10,0,0,0
27166,12,0,12,0,0,0
81889,10,0,10,0,0,0
91386,10,0,10,0,0,0
59274,10,0,10,0,0,0
55486,10,0,10,0,0,0
88420,32,32,0,20,0,20
56601,20,1,19,0,0,0
29071,10,1,9,0,0,0
27308,3,0,3,0,0,0
55839,3,0,3,0,0,0
85918,10,0,10,0,0,0
28647,120,109,11,0,0,0
57529,5,0,5,0,0,0
21134,10,0,10,0,0,0
31466,13,1,12,0,0,0
82718,10,0,10,0,0,0
91387,10,0,10,0,0,0
59275,10,3,7,0,0,0
55619,10,0,10,0,0,0
30206,3,0,3,0,0,0
29074,10,0,10,0,0,0
58606,10,0,10,0,0,0
56840,5,0,5,0,0,0
81621,10,1,9,0,0,0
28648,20,20,0,0,0,0
56972,3,0,3,0,0,0
33711,8,10,0,8,1,7
27194,10,0,10,5,0,5
90129,3,0,3,0,0,0
59276,10,0,10,0,0,0
91388,10,0,10,0,0,0
89305,30,30,0,20,0,20
81868,10,3,7,0,0,0
25006,5,0,5,0,0,0
58462,5,0,5,0,0,0
28298,10,0,10,0,0,0
54531,5,0,5,0,0,0
57635,5,0,5,0,0,0
28649,20,20,0,0,0,0
29075,10,0,10,0,0,0
55487,10,0,10,0,0,0
32972,15,4,11,0,0,0
90120,10,0,10,0,0,0
59277,10,0,10,0,0,0
91390,10,0,10,0,0,0
94789,30,30,0,20,0,20
85353,10,5,5,0,0,0
24832,5,0,5,0,0,0
57547,3,0,3,0,0,0
54356,3,0,3,0,0,0
87577,10,0,10,0,0,0
28650,20,20,0,0,0,0
29076,10,1,9,0,0,0
27272,2,1,1,0,0,0
59332,10,0,10,0,0,0
60550,10,0,10,0,0,0
59221,10,0,10,0,0,0
91391,10,0,10,0,0,0
57450,5,0,5,0,0,0
24922,3,0,3,0,0,0
94777,32,32,0,20,0,20
81267,10,0,10,0,0,0
54079,3,0,3,0,0,0
29078,10,0,10,0,0,0
20439,10,1,9,0,0,0
28651,20,20,0,0,0,0
83364,10,0,10,0,0,0
55598,10,3,7,0,0,0
59216,10,1,9,0,0,0
59333,10,0,10,0,0,0
91394,10,0,10,0,0,0
57170,5,0,5,0,0,0
88681,10,0,10,5,0,5
91984,32,32,0,20,0,20
60358,1,1,0,0,0,0
28652,20,19,1,0,0,0
29079,10,0,10,0,0,0
24784,10,0,10,0,0,0
83365,10,1,9,0,0,0
54107,10,0,10,0,0,0
59220,10,0,10,0,0,0
56367,10,0,10,0,0,0
32431,10,0,10,0,0,0
91397,10,0,10,0,0,0
57982,5,0,5,0,0,0
94778,32,32,0,20,0,20
53984,6,0,6,0,0,0
26011,10,0,10,0,0,0
28653,20,10,10,0,0,0
29080,10,0,10,0,0,0
54562,10,0,10,0,0,0
59219,10,1,9,0,0,0
59334,10,0,10,0,0,0
90319,10,0,10,0,0,0
24865,5,0,5,0,0,0
91399,10,0,10,0,0,0
56732,5,0,5,0,0,0
92796,32,32,0,20,0,20
25587,10,0,10,0,0,0
24789,10,2,8,0,0,0
29082,10,0,10,0,0,0
54504,24,23,1,0,0,0
54026,10,2,8,0,0,0
55594,10,0,10,0,0,0
59218,10,0,10,0,0,0
26431,3,0,3,0,0,0
91400,10,0,10,0,0,0
60709,5,0,5,0,0,0
90852,144,143,1,0,0,0
32378,10,0,10,0,0,0
29084,10,0,10,0,0,0
53368,10,0,10,0,0,0
26009,10,0,10,0,0,0
59056,24,23,1,10,0,10
55488,10,0,10,0,0,0
59217,10,0,10,0,0,0
27079,3,0,3,0,0,0
91401,10,1,9,0,0,0
58532,5,0,5,0,0,0
91122,48,48,0,20,0,20
31932,10,2,8,0,0,0
27744,10,0,10,0,0,0
54435,10,0,10,0,0,0
23530,10,0,10,0,0,0
60438,36,6,30,0,0,0
90111,10,0,10,0,0,0
59215,10,0,10,0,0,0
54584,10,0,10,0,0,0
58132,5,0,5,0,0,0
91425,10,1,9,0,0,0
91135,48,47,1,20,0,20
28224,3,0,3,0,0,0
90809,70,48,22,0,0,0
33736,10,0,10,0,0,0
29113,10,0,10,0,0,0
53920,10,2,8,0,0,0
22022,10,0,10,0,0,0
60443,36,6,30,10,0,10
87344,10,1,9,0,0,0
88771,2,0,2,0,0,0
59214,10,0,10,0,0,0
58142,5,0,5,0,0,0
55718,10,0,10,0,0,0
91426,10,0,10,0,0,0
91136,48,48,0,20,0,20
23729,3,0,3,0,0,0
22353,10,0,10,0,0,0
92326,70,48,22,0,0,0
59878,10,1,9,0,0,0
29114,10,1,9,0,0,0
23535,10,0,10,0,0,0
90105,10,1,9,0,0,0
80479,10,2,8,0,0,0
59096,96,38,58,10,0,10
60697,0,1,0,0,0,0
58456,10,0,10,0,0,0
25838,5,0,5,0,0,0
91427,10,0,10,0,0,0
90854,168,142,26,0,0,0
95339,5,1,4,0,0,0
56599,20,1,19,0,0,0
83675,10,0,10,0,0,0
26725,10,0,10,5,0,5
29115,10,0,10,0,0,0
28152,3,0,3,0,0,0
85579,10,0,10,0,0,0
59098,48,30,18,10,0,10
55489,10,0,10,0,0,0
60419,39,37,2,10,0,10
90955,30,23,7,20,0,20
23616,3,0,3,0,0,0
91430,10,0,10,0,0,0
93360,5,3,2,0,0,0
81890,10,1,9,0,0,0
58137,10,0,10,0,0,0
87133,10,0,10,0,0,0
28145,10,0,10,0,0,0
29116,10,0,10,0,0,0
55490,10,2,8,0,0,0
60436,48,8,40,10,0,10
91431,10,0,10,0,0,0
32441,10,0,10,0,0,0
88045,5,0,5,0,0,0
88022,10,0,10,0,0,0
33873,30,1,29,0,0,0
54024,10,1,9,0,0,0
26348,10,0,10,0,0,0
59740,50,25,25,0,0,0
55954,10,0,10,0,0,0
91432,10,0,10,0,0,0
85587,10,0,10,0,0,0
32459,10,0,10,0,0,0
90209,5,1,4,0,0,0
81898,20,7,13,0,0,0
29117,10,0,10,0,0,0
58495,10,1,9,0,0,0
22877,10,0,10,0,0,0
59335,10,0,10,0,0,0
91434,10,0,10,0,0,0
59741,50,25,25,20,0,20
87131,10,0,10,0,0,0
32435,10,0,10,0,0,0
88977,1,0,1,0,0,0
29118,10,0,10,0,0,0
