courseTerm|crn|seatCapacity|seatActual|seatRemaining|waitlistCapacity|waitlistActual|waitlistRemaining
202302|30003|20|0|20|0|0|0
202302|20443|10|0|10|0|0|0
202208|89672|10|0|10|0|0|0
202302|29078|10|0|10|0|0|0
202205|55349|10|1|9|0|0|0
202302|23021|3|0|3|0|0|0
202205|54741|10|0|10|0|0|0
202205|52631|3|1|2|0|0|0
202208|94051|15|2|13|0|0|0
202208|87747|25|0|25|0|0|0
202205|50253|25|0|25|0|0|0
202302|26980|10|0|10|0|0|0
202302|33655|35|0|35|0|0|0
202208|80448|10|1|9|0|0|0
202208|84332|10|0|10|0|0|0
202302|28540|10|0|10|0|0|0
202302|27623|10|0|10|0|0|0
202205|54902|10|1|9|0|0|0
202205|54294|10|0|10|0|0|0
202208|89674|10|4|6|0|0|0
202302|29328|5|0|5|0|0|0
202302|30004|32|0|32|0|0|0
202208|88935|5|3|2|0|0|0
202205|56756|3|0|3|0|0|0
202302|26981|10|0|10|0|0|0
202208|89197|46|34|12|0|0|0
202208|80449|10|1|9|0|0|0
202205|53853|10|1|9|0|0|0
202205|54526|10|0|10|0|0|0
202302|28541|10|0|10|0|0|0
202208|93720|10|0|10|0|0|0
202208|89675|10|0|10|0|0|0
202205|51228|10|0|10|0|0|0
202302|24736|3|0|3|0|0|0
202302|23451|10|0|10|0|0|0
202302|27786|10|0|10|0|0|0
202205|57703|10|1|9|0|0|0
202302|30005|15|0|15|0|0|0
202208|86891|10|3|7|5|0|5
202205|50639|10|9|1|0|0|0
202208|91882|28|26|2|0|0|0
202208|87748|10|0|10|0|0|0
202205|54383|10|0|10|0|0|0
202208|88003|10|0|10|0|0|0
202302|28542|10|0|10|0|0|0
202208|89676|10|0|10|0|0|0
202205|55679|10|0|10|0|0|0
202302|26152|5|0|5|0|0|0
202205|55114|3|0|3|0|0|0
202302|21979|10|0|10|0|0|0
202302|27341|5|0|5|0|0|0
202302|30006|97|0|97|0|0|0
202208|81327|68|63|5|0|0|0
202208|85197|10|1|9|0|0|0
202208|87749|10|0|10|0|0|0
202205|53915|10|7|3|0|0|0
202208|92237|10|0|10|0|0|0
202205|54743|10|0|10|0|0|0
202205|51707|10|6|4|0|0|0
202302|28543|10|0|10|0|0|0
202208|89677|20|4|16|0|0|0
202205|54237|3|1|2|0|0|0
202302|29313|5|0|5|0|0|0
202302|26982|10|0|10|0|0|0
202302|22066|10|0|10|0|0|0
202208|94634|10|4|6|0|0|0
202208|82434|10|1|9|0|0|0
202205|50254|200|82|118|0|0|0
202208|87750|10|0|10|0|0|0
202208|88736|10|0|10|0|0|0
202205|50669|10|0|10|0|0|0
202302|30007|20|0|20|0|0|0
202205|54742|10|0|10|0|0|0
202302|28544|10|0|10|0|0|0
202208|89678|10|0|10|0|0|0
202205|52852|3|0|3|0|0|0
202302|26983|10|0|10|0|0|0
202302|29386|5|0|5|0|0|0
202208|82414|20|14|6|0|0|0
202302|22703|10|0|10|0|0|0
202205|50255|25|1|24|0|0|0
202208|84774|10|0|10|0|0|0
202208|87751|10|0|10|0|0|0
202205|51272|10|0|10|0|0|0
202302|32265|12|0|12|0|0|0
202205|52414|3|0|3|0|0|0
202208|89679|20|3|17|0|0|0
202302|28545|10|0|10|0|0|0
202208|92892|10|0|10|0|0|0
202302|31241|3|0|3|0|0|0
202208|85732|43|44|0|0|0|0
202205|55680|10|0|10|0|0|0
202302|29380|5|0|5|0|0|0
202302|23445|10|0|10|0|0|0
202208|87867|10|0|10|0|0|0
202205|55231|10|6|4|10|0|10
202208|87752|10|2|8|0|0|0
202205|55845|10|0|10|0|0|0
202302|32271|12|0|12|0|0|0
202205|56544|5|0|5|0|0|0
202302|28546|10|0|10|0|0|0
202302|22037|3|0|3|0|0|0
202302|28019|5|0|5|0|0|0
202208|89682|10|2|8|0|0|0
202208|85304|10|1|9|0|0|0
202302|22269|10|0|10|0|0|0
202205|50256|25|4|21|0|0|0
202208|83419|30|9|21|0|0|0
202205|51237|10|0|10|0|0|0
202208|86641|15|13|2|0|0|0
202205|50350|10|1|9|0|0|0
202208|87753|10|0|10|0|0|0
202302|30008|95|0|95|0|0|0
202205|52360|3|0|3|0|0|0
202302|27090|3|0|3|0|0|0
202208|89684|10|1|9|0|0|0
202302|28461|10|0|10|0|0|0
202302|21025|10|0|10|0|0|0
202208|85306|10|0|10|0|0|0
202205|56709|10|1|9|0|0|0
202208|92516|8|0|8|0|0|0
202205|54744|10|0|10|0|0|0
202302|26984|10|0|10|0|0|0
202205|54478|10|5|5|5|0|5
202208|87547|10|1|9|0|0|0
202302|30171|95|0|95|0|0|0
202208|87754|10|0|10|0|0|0
202205|54082|1|0|1|0|0|0
202302|28547|10|0|10|0|0|0
202302|22342|5|0|5|0|0|0
202208|89686|10|5|5|0|0|0
202302|24577|10|0|10|0|0|0
202208|82789|10|0|10|0|0|0
202205|50359|10|3|7|0|0|0
202205|52362|10|0|10|0|0|0
202208|89007|10|0|10|0|0|0
202302|26985|10|0|10|0|0|0
202208|94384|5|3|2|0|0|0
202208|94003|2|1|1|0|0|0
202302|30009|10|0|10|0|0|0
202205|54689|10|0|10|0|0|0
202302|28548|10|0|10|0|0|0
202302|25789|3|0|3|0|0|0
202208|89688|10|0|10|0|0|0
202205|55277|5|0|5|0|0|0
202302|24984|10|0|10|0|0|0
202205|50360|10|0|10|0|0|0
202208|81479|10|0|10|0|0|0
202205|54329|5|0|5|0|0|0
202302|30174|10|0|10|0|0|0
202205|51742|10|3|7|0|0|0
202208|92605|10|0|10|0|0|0
202208|87755|10|1|9|0|0|0
202302|27760|5|0|5|0|0|0
202208|90566|45|33|12|0|0|0
202302|25262|3|0|3|0|0|0
202302|21374|10|0|10|0|0|0
202208|89690|10|0|10|0|0|0
202205|51516|3|0|3|0|0|0
202302|28549|10|0|10|0|0|0
202205|51245|10|0|10|0|0|0
202205|50361|10|1|9|0|0|0
202208|82897|10|0|10|0|0|0
202302|30010|32|0|32|0|0|0
202205|55345|10|0|10|0|0|0
202208|87998|10|0|10|0|0|0
202208|87756|10|0|10|0|0|0
202302|26986|10|0|10|0|0|0
202208|89692|10|1|9|0|0|0
202302|28550|10|0|10|0|0|0
202205|51359|2|0|2|0|0|0
202302|21592|10|0|10|0|0|0
202302|25875|3|0|3|0|0|0
202208|87235|20|11|9|0|0|0
202205|54857|10|4|6|0|0|0
202205|55678|10|0|10|0|0|0
202208|86807|10|1|9|5|0|5
202302|30011|20|0|20|0|0|0
202205|57542|10|1|9|0|0|0
202208|91165|15|0|15|0|0|0
202302|26987|10|0|10|0|0|0
202208|87757|10|0|10|0|0|0
202208|89693|10|1|9|0|0|0
202205|55288|5|0|5|0|0|0
202208|80450|10|3|7|0|0|0
202302|23851|10|0|10|0|0|0
202208|92514|24|14|10|0|0|0
202205|54520|10|0|10|0|0|0
202302|28551|10|0|10|0|0|0
202205|55681|10|0|10|0|0|0
202302|24474|10|0|10|0|0|0
202205|56587|10|7|3|0|0|0
202302|32030|50|0|50|0|0|0
202208|84919|10|0|10|0|0|0
202208|87758|10|0|10|0|0|0
202302|26988|10|0|10|0|0|0
202208|89694|10|1|9|0|0|0
202205|54598|3|0|3|0|0|0
202302|28552|10|0|10|0|0|0
202302|21118|10|0|10|0|0|0
202208|88604|10|1|9|0|0|0
202205|51699|10|2|8|0|0|0
202208|88282|10|5|5|0|0|0
202205|55682|10|0|10|0|0|0
202205|52839|10|3|7|0|0|0
202302|30012|75|0|75|0|0|0
202302|22101|3|0|3|0|0|0
202208|92426|10|0|10|0|0|0
202208|87759|10|0|10|0|0|0
202208|89695|10|1|9|0|0|0
202302|26989|10|0|10|0|0|0
202302|28553|10|0|10|0|0|0
202205|51526|3|0|3|0|0|0
202205|54745|10|0|10|0|0|0
202205|52485|10|0|10|0|0|0
202208|83733|10|0|10|0|0|0
202302|30215|75|0|75|0|0|0
202302|27620|10|0|10|0|0|0
202205|54582|25|1|24|0|0|0
202302|25460|3|0|3|0|0|0
202208|92175|10|0|10|0|0|0
202208|88810|10|1|9|0|0|0
202208|89696|10|0|10|0|0|0
202302|26990|10|0|10|0|0|0
202208|94082|10|1|9|0|0|0
202302|28554|10|0|10|0|0|0
202205|51335|5|0|5|0|0|0
202205|52490|10|8|2|0|0|0
202205|51232|10|0|10|0|0|0
202302|26991|10|0|10|0|0|0
202208|81590|116|108|8|0|0|0
202302|28555|10|0|10|0|0|0
202205|50257|25|1|24|0|0|0
202208|82138|10|2|8|0|0|0
202208|89697|10|2|8|0|0|0
202208|92258|10|0|10|0|0|0
202205|55906|5|0|5|0|0|0
202302|20444|10|0|10|0|0|0
202302|30013|20|0|20|0|0|0
202302|31292|10|0|10|0|0|0
202208|88146|5|0|5|0|0|0
202205|53993|10|0|10|0|0|0
202205|53590|10|0|10|0|0|0
202208|82416|25|14|11|0|0|0
202302|26992|10|0|10|0|0|0
202205|50258|25|0|25|0|0|0
202208|89698|10|0|10|0|0|0
202302|28556|10|0|10|0|0|0
202302|32844|10|0|10|0|0|0
202208|82227|15|12|3|0|0|0
202302|30220|20|0|20|0|0|0
202208|83275|10|1|9|0|0|0
202205|54339|5|0|5|0|0|0
202205|51251|10|0|10|0|0|0
202302|28072|3|0|3|0|0|0
202208|86203|50|12|38|0|0|0
202302|26993|10|0|10|0|0|0
202208|87760|10|0|10|0|0|0
202205|50261|25|0|25|0|0|0
202208|89699|10|0|10|0|0|0
202302|32207|2|0|2|0|0|0
202302|24655|10|0|10|0|0|0
202208|82912|10|1|9|0|0|0
202302|33815|32|0|32|0|0|0
202205|54725|3|0|3|0|0|0
202208|92252|10|0|10|0|0|0
202205|51971|10|0|10|0|0|0
202302|26994|10|0|10|0|0|0
202205|50262|25|3|22|0|0|0
202208|87761|10|0|10|0|0|0
202205|54746|10|0|10|0|0|0
202208|82365|90|90|0|0|0|0
202208|89710|10|2|8|0|0|0
202302|29519|3|0|3|0|0|0
202302|26299|10|0|10|0|0|0
202302|33715|24|0|24|5|0|5
202208|83725|10|2|8|0|0|0
202302|33817|10|0|10|0|0|0
202205|51843|3|1|2|0|0|0
202208|90836|10|0|10|0|0|0
202208|90904|5|0|5|0|0|0
202205|50989|10|1|9|0|0|0
202302|26995|10|0|10|0|0|0
202208|82367|45|35|10|0|0|0
202205|55240|10|5|5|10|0|10
202302|24734|10|0|10|0|0|0
202302|28676|32|0|32|10|0|10
202205|51249|10|0|10|0|0|0
202208|89711|10|0|10|0|0|0
202302|24660|10|0|10|0|0|0
202208|82435|10|2|8|0|0|0
202205|57556|10|1|9|0|0|0
202208|85119|10|0|10|0|0|0
202208|89063|5|1|4|0|0|0
202205|52533|10|1|9|0|0|0
202302|29506|5|0|5|0|0|0
202208|93964|15|4|11|0|0|0
202302|31259|3|0|3|0|0|0
202205|53844|20|1|19|0|0|0
202205|52813|10|0|10|0|0|0
202302|30239|12|0|12|5|0|5
202205|51344|2|0|2|0|0|0
202302|22270|10|0|10|0|0|0
202302|33056|44|0|44|0|0|0
202208|81097|10|2|8|0|0|0
202208|92247|10|0|10|0|0|0
202208|89712|10|0|10|0|0|0
202208|87762|10|0|10|0|0|0
202205|54555|10|2|8|0|0|0
202302|29532|5|0|5|0|0|0
202302|23060|3|0|3|0|0|0
202208|81689|80|46|34|0|0|0
202205|53735|10|7|3|0|0|0
202302|33716|20|0|20|5|0|5
202205|54747|10|0|10|0|0|0
202205|53751|5|0|5|0|0|0
202208|84918|10|4|6|0|0|0
202302|23435|10|0|10|0|0|0
202302|33057|30|0|30|0|0|0
202208|89713|10|0|10|0|0|0
202205|54384|10|0|10|0|0|0
202302|27368|1|0|1|0|0|0
202208|87763|10|0|10|0|0|0
202208|86766|10|1|9|0|0|0
202302|23263|3|0|3|0|0|0
202208|89311|35|30|5|0|0|0
202205|50266|25|9|16|0|0|0
202205|54748|10|0|10|0|0|0
202302|21983|10|0|10|0|0|0
202205|53440|3|1|2|0|0|0
202208|85364|10|0|10|0|0|0
202208|90808|10|0|10|0|0|0
202205|50362|10|4|6|0|0|0
202302|30014|32|0|32|0|0|0
202208|87764|10|1|9|0|0|0
202208|89714|10|0|10|0|0|0
202302|26996|10|0|10|0|0|0
202302|26527|3|0|3|0|0|0
202208|93909|1|1|0|0|0|0
202205|55255|10|3|7|0|0|0
202205|54749|10|0|10|0|0|0
202208|81480|10|0|10|0|0|0
202205|56031|5|1|4|0|0|0
202302|23440|10|0|10|0|0|0
202208|90910|10|0|10|0|0|0
202208|89715|10|0|10|0|0|0
202208|88781|5|0|5|0|0|0
202302|26997|10|0|10|0|0|0
202205|55052|10|0|10|0|0|0
202302|30015|10|0|10|0|0|0
202208|89437|100|97|3|0|0|0
202208|81710|10|4|6|0|0|0
202205|52047|20|8|12|0|0|0
202302|26292|3|0|3|0|0|0
202205|57110|10|0|10|0|0|0
202302|26531|10|0|10|0|0|0
202205|54152|5|0|5|0|0|0
202208|92183|10|0|10|0|0|0
202208|89716|10|1|9|0|0|0
202208|87765|10|2|8|0|0|0
202205|52942|10|1|9|0|0|0
202302|30016|32|0|32|0|0|0
202208|81688|100|97|3|0|0|0
202302|26229|3|0|3|0|0|0
202208|84819|10|2|8|0|0|0
202205|54206|3|0|3|0|0|0
202205|52375|10|2|8|0|0|0
202205|51239|10|0|10|0|0|0
202302|27736|5|0|5|0|0|0
202302|22312|10|0|10|0|0|0
202208|94425|5|2|3|0|0|0
202208|89717|10|0|10|0|0|0
202208|87766|10|0|10|0|0|0
202205|51461|10|2|8|0|0|0
202302|30017|10|0|10|0|0|0
202302|26795|5|0|5|0|0|0
202208|93870|10|2|8|0|0|0
202208|94518|40|6|34|0|0|0
202208|81190|10|0|10|0|0|0
202302|21595|10|0|10|0|0|0
202205|57440|10|0|10|0|0|0
202302|26998|10|0|10|0|0|0
202205|50268|25|1|24|0|0|0
202205|51243|10|0|10|0|0|0
202208|89718|10|0|10|0|0|0
202208|87767|10|0|10|0|0|0
202302|25195|25|0|25|0|0|0
202205|51736|10|3|7|0|0|0
202302|27149|3|0|3|0|0|0
202302|26999|10|0|10|0|0|0
202302|24020|10|0|10|0|0|0
202208|88601|10|2|8|0|0|0
202205|53404|20|0|20|0|0|0
202208|82197|10|2|8|0|0|0
202208|94513|40|6|34|0|0|0
202208|89719|10|2|8|0|0|0
202205|55988|6|3|3|0|0|0
202205|54750|10|0|10|0|0|0
202208|87768|10|0|10|0|0|0
202205|52565|10|4|6|0|0|0
202302|23298|3|0|3|0|0|0
202302|30802|15|0|15|0|0|0
202302|28840|10|0|10|0|0|0
202302|27003|10|0|10|0|0|0
202208|92188|10|0|10|0|0|0
202205|54751|10|0|10|0|0|0
202208|93749|10|1|9|0|0|0
202208|89720|10|1|9|0|0|0
202208|94413|5|1|4|0|0|0
202205|54268|3|0|3|0|0|0
202208|86842|15|10|5|0|0|0
202302|32868|10|0|10|0|0|0
202302|30018|20|0|20|0|0|0
202205|50270|25|0|25|0|0|0
202205|52935|10|4|6|0|0|0
202302|20445|10|0|10|0|0|0
202205|53574|10|0|10|0|0|0
202302|27000|10|0|10|0|0|0
202208|87889|10|0|10|0|0|0
202208|80451|10|0|10|0|0|0
202205|52733|48|37|11|0|0|0
202208|89721|10|2|8|0|0|0
202208|89636|15|10|5|0|0|0
202208|87769|10|0|10|0|0|0
202205|56597|5|2|3|0|0|0
202302|24969|3|0|3|0|0|0
202302|34008|20|0|20|0|0|0
202205|51703|10|2|8|0|0|0
202302|20446|10|0|10|0|0|0
202302|27001|10|0|10|0|0|0
202205|51247|10|0|10|0|0|0
202208|94375|10|1|9|0|0|0
202208|94452|40|3|37|0|0|0
202208|82520|10|1|9|0|0|0
202208|87770|10|0|10|0|0|0
202208|89722|10|5|5|0|0|0
202205|52735|24|21|3|4|0|4
202302|30019|55|0|55|0|0|0
202205|56249|3|0|3|0|0|0
202205|50670|10|2|8|0|0|0
202302|22115|3|0|3|0|0|0
202302|32939|20|0|20|0|0|0
202205|54752|10|0|10|0|0|0
202302|27843|1|0|1|0|0|0
202208|85021|10|2|8|0|0|0
202208|81690|97|96|1|0|0|0
202208|88164|5|0|5|0|0|0
202208|86361|10|0|10|0|0|0
202208|89723|10|0|10|0|0|0
202302|30020|20|0|20|0|0|0
202205|53996|10|4|6|0|0|0
202205|55385|5|0|5|0|0|0
202302|26350|10|0|10|0|0|0
202302|29660|1|0|1|0|0|0
202208|86949|10|1|9|0|0|0
202205|52734|24|16|8|4|0|4
202302|27002|10|0|10|0|0|0
202205|51255|10|0|10|0|0|0
202208|87771|10|1|9|0|0|0
202208|89320|10|7|3|0|0|0
202208|85724|10|0|10|0|0|0
202208|89724|10|0|10|0|0|0
202205|50990|10|1|9|0|0|0
202302|30998|15|0|15|0|0|0
202205|55441|5|0|5|0|0|0
202205|55955|0|0|0|2|0|2
202208|92643|10|0|10|0|0|0
202302|28028|3|0|3|0|0|0
202302|26182|10|0|10|0|0|0
202302|27004|10|0|10|0|0|0
202205|57111|10|0|10|0|0|0
202208|92267|10|0|10|0|0|0
202208|90202|116|102|14|0|0|0
202208|87772|10|0|10|0|0|0
202208|91897|30|12|18|0|0|0
202302|30793|50|0|50|0|0|0
202205|55324|5|3|2|0|0|0
202205|51273|10|2|8|0|0|0
202205|50969|48|23|25|0|0|0
202208|85026|10|3|7|0|0|0
202302|22271|10|0|10|0|0|0
202302|23038|3|0|3|0|0|0
202302|27005|10|0|10|0|0|0
202205|51230|10|0|10|0|0|0
202208|87773|10|2|8|0|0|0
202208|90623|25|14|11|0|0|0
202205|53161|10|3|7|0|0|0
202208|89725|10|0|10|0|0|0
202302|34009|20|0|20|0|0|0
202205|53454|3|2|1|0|0|0
202208|86449|10|0|10|0|0|0
202205|56384|24|10|14|4|0|4
202208|82436|10|2|8|0|0|0
202302|21026|10|0|10|0|0|0
202302|27006|10|0|10|0|0|0
202302|21766|10|0|10|0|0|0
202205|50719|10|0|10|0|0|0
202208|94302|1|0|1|0|0|0
202208|87774|10|1|9|0|0|0
202302|24849|5|0|5|0|0|0
202205|51241|10|0|10|0|0|0
202205|56105|5|0|5|0|0|0
202208|89726|10|1|9|0|0|0
202208|84155|10|0|10|0|0|0
202205|50511|24|13|11|4|0|4
202208|83715|10|0|10|0|0|0
202302|21598|10|0|10|0|0|0
202302|31103|5|0|5|0|0|0
202205|52880|3|0|3|0|0|0
202208|92690|5|0|5|0|0|0
202302|31221|10|0|10|0|0|0
202205|55327|10|3|7|0|0|0
202205|57112|10|0|10|0|0|0
202302|27114|10|0|10|0|0|0
202208|82262|10|1|9|0|0|0
202302|27595|5|0|5|0|0|0
202208|93274|32|24|8|0|0|0
202208|89727|10|2|8|0|0|0
202205|50629|100|39|61|10|0|10
202208|82142|10|0|10|0|0|0
202302|31139|5|0|5|0|0|0
202205|54719|5|0|5|0|0|0
202208|91044|5|1|4|0|0|0
202302|27460|10|0|10|0|0|0
202205|50364|10|0|10|0|0|0
202205|57113|10|0|10|0|0|0
202208|85954|10|0|10|0|0|0
202208|93275|10|4|6|0|0|0
202208|94598|10|1|9|0|0|0
202302|20434|10|0|10|0|0|0
202208|83720|10|0|10|0|0|0
202302|22360|3|0|3|0|0|0
202205|57074|30|16|14|0|0|0
202205|55321|5|0|5|0|0|0
202208|91074|5|0|5|0|0|0
202302|32421|10|0|10|0|0|0
202205|50363|10|2|8|0|0|0
202205|53150|48|18|30|0|0|0
202208|92143|10|0|10|0|0|0
202208|85733|32|30|2|0|0|0
202302|21679|4|0|4|0|0|0
202208|90450|10|0|10|0|0|0
202208|87186|10|2|8|0|0|0
202205|54788|116|59|57|0|0|0
202302|25828|10|0|10|0|0|0
202205|56260|3|0|3|0|0|0
202208|88177|1|0|1|0|0|0
202205|55112|10|2|8|0|0|0
202302|22059|10|0|10|0|0|0
202208|92194|10|0|10|0|0|0
202205|51409|48|18|30|0|0|0
202208|89321|15|10|5|0|0|0
202302|27725|3|0|3|0|0|0
202208|89728|10|0|10|0|0|0
202208|82484|10|5|5|0|0|0
202302|20447|10|0|10|0|0|0
202205|57075|30|19|11|0|0|0
202205|55067|3|1|2|0|0|0
202208|87775|10|1|9|0|0|0
202302|27812|10|0|10|0|0|0
202205|54551|10|2|8|0|0|0
202205|50412|42|8|34|0|0|0
202208|92198|10|0|10|0|0|0
202208|93276|25|23|2|0|0|0
202302|26493|3|0|3|0|0|0
202208|89729|10|0|10|0|0|0
202205|56441|14|14|0|5|0|5
202205|54529|10|0|10|0|0|0
202302|20448|10|0|10|0|0|0
202208|81713|10|5|5|0|0|0
202208|87776|10|0|10|0|0|0
202205|53496|42|8|34|0|0|0
202205|53530|10|4|6|0|0|0
202302|22619|3|0|3|0|0|0
202302|26147|10|0|10|0|0|0
202208|93278|15|12|3|0|0|0
202208|89730|10|1|9|0|0|0
202208|89116|10|0|10|0|0|0
202205|56442|14|13|1|5|0|5
202208|84325|10|1|9|0|0|0
202205|52393|3|0|3|0|0|0
202302|20449|10|0|10|0|0|0
202208|88753|5|1|4|0|0|0
202205|54731|10|2|8|0|0|0
202208|89731|10|0|10|0|0|0
202208|91059|10|0|10|0|0|0
202208|89572|20|20|0|0|0|0
202302|22118|5|0|5|0|0|0
202302|22736|10|0|10|0|0|0
202205|50415|50|21|29|0|0|0
202205|56443|14|12|2|5|0|5
202208|90175|10|0|10|0|0|0
202302|26253|10|0|10|5|0|5
202205|54720|3|0|3|0|0|0
202208|87777|10|0|10|0|0|0
202302|27028|5|0|5|0|0|0
202208|90253|20|20|0|0|0|0
202205|52833|10|0|10|0|0|0
202205|56444|14|8|6|5|0|5
202205|50413|15|11|4|0|0|0
202208|89732|10|0|10|0|0|0
202208|92204|10|0|10|0|0|0
202302|22733|10|0|10|0|0|0
202208|80452|10|0|10|0|0|0
202302|24814|10|0|10|0|0|0
202205|55246|5|0|5|0|0|0
202208|94702|5|1|4|0|0|0
202208|89733|10|0|10|0|0|0
202302|21668|10|0|10|0|0|0
202205|50414|15|10|5|0|0|0
202205|56637|12|12|0|5|0|5
202208|85117|10|3|7|0|0|0
202302|27807|10|0|10|0|0|0
202205|51465|10|0|10|0|0|0
202208|88372|35|19|16|0|0|0
202208|80453|10|1|9|0|0|0
202302|22272|10|0|10|0|0|0
202205|53399|3|2|1|0|0|0
202205|57077|30|23|7|0|0|0
202302|23601|3|0|3|0|0|0
202208|89734|10|0|10|0|0|0
202208|87778|10|0|10|0|0|0
202205|51410|12|2|10|0|0|0
202205|52941|10|0|10|0|0|0
202208|89561|20|5|15|0|0|0
202208|94339|10|0|10|0|0|0
202208|92780|10|0|10|0|0|0
202302|24751|20|0|20|0|0|0
202205|53757|5|0|5|0|0|0
202302|24430|10|0|10|0|0|0
202205|52987|1|0|1|0|0|0
202302|31296|10|0|10|0|0|0
202205|51411|0|0|0|0|0|0
202302|21067|25|0|25|0|0|0
202208|87782|10|0|10|0|0|0
202208|83314|10|0|10|0|0|0
202208|94004|2|1|1|0|0|0
202208|89643|10|2|8|0|0|0
202302|23019|10|0|10|0|0|0
202208|87006|10|2|8|0|0|0
202205|55222|10|3|7|0|0|0
202205|54796|2|0|2|0|0|0
202205|54691|3|0|3|0|0|0
202302|25970|3|0|3|0|0|0
202302|21651|100|0|100|0|0|0
202205|52027|10|4|6|0|0|0
202208|87779|10|1|9|0|0|0
202205|51412|6|2|4|0|0|0
202208|88720|50|12|38|0|0|0
202208|83542|10|0|10|0|0|0
202208|89735|10|1|9|0|0|0
202302|23176|10|0|10|0|0|0
202208|86796|10|0|10|0|0|0
202302|23158|10|0|10|0|0|0
202205|53480|2|0|2|0|0|0
202205|51889|3|0|3|0|0|0
202302|26453|3|0|3|0|0|0
202208|82437|10|5|5|0|0|0
202205|50674|46|7|39|0|0|0
202208|89736|10|0|10|0|0|0
202302|27801|10|0|10|0|0|0
202208|80005|60|52|8|0|0|0
202208|87780|10|0|10|0|0|0
202205|51274|10|5|5|0|0|0
202302|25385|10|0|10|0|0|0
202208|87181|3|0|3|0|0|0
202205|53627|2|0|2|0|0|0
202205|52464|3|0|3|0|0|0
202302|26376|3|0|3|0|0|0
202205|54084|15|10|5|0|0|0
202208|81098|10|1|9|0|0|0
202208|89737|10|0|10|0|0|0
202208|86942|3|0|3|0|0|0
202302|20860|20|0|20|0|0|0
202302|22581|10|0|10|0|0|0
202208|80301|15|9|6|0|0|0
202205|57747|2|1|1|0|0|0
202205|53156|10|1|9|0|0|0
202208|88874|1|0|1|0|0|0
202205|54386|5|0|5|0|0|0
202208|81716|10|0|10|0|0|0
202205|50721|45|18|27|0|0|0
202302|22407|8|0|8|0|0|0
202208|89738|10|1|9|0|0|0
202205|55846|10|0|10|0|0|0
202208|86852|3|0|3|0|0|0
202208|88352|50|6|44|0|0|0
202302|21375|10|0|10|0|0|0
202208|87781|10|0|10|0|0|0
202302|22561|10|0|10|0|0|0
202205|52841|5|3|2|0|0|0
202208|87915|10|0|10|0|0|0
202205|56530|2|0|2|0|0|0
202205|55519|60|34|26|0|0|0
202302|31302|10|0|10|0|0|0
202208|89739|10|2|8|0|0|0
202208|87532|5|1|4|0|0|0
202302|22617|10|0|10|0|0|0
202205|50365|10|0|10|0|0|0
202302|24758|20|0|20|0|0|0
202205|55520|2|0|2|0|0|0
202208|87783|10|0|10|0|0|0
202208|81902|10|5|5|0|0|0
202208|80439|10|0|10|0|0|0
202205|57748|2|0|2|0|0|0
202205|51196|8|1|7|0|0|0
202302|23742|15|0|15|0|0|0
202208|89740|10|1|9|0|0|0
202208|87952|3|0|3|0|0|0
202302|26190|10|0|10|5|0|5
202205|50366|10|1|9|0|0|0
202208|89741|10|0|10|0|0|0
202205|56750|2|0|2|0|0|0
202302|21324|100|0|100|0|0|0
202208|92126|10|3|7|0|0|0
202208|87784|10|0|10|0|0|0
202302|23745|3|0|3|0|0|0
202205|51174|5|0|5|0|0|0
202205|55521|20|0|20|0|0|0
202208|86399|10|5|5|0|0|0
202208|92215|10|0|10|0|0|0
202302|20450|10|0|10|0|0|0
202205|54903|10|1|9|0|0|0
202205|57489|2|1|1|0|0|0
202208|89742|10|1|9|0|0|0
202208|80454|10|2|8|0|0|0
202205|55522|2|0|2|0|0|0
202208|88361|10|2|8|0|0|0
202302|25364|20|0|20|0|0|0
202302|31307|10|0|10|0|0|0
202205|54996|3|1|2|0|0|0
202208|87785|10|1|9|0|0|0
202208|83578|3|0|3|0|0|0
202302|26340|10|0|10|0|0|0
202205|54510|10|0|10|0|0|0
202205|56601|2|0|2|0|0|0
202208|89743|10|1|9|0|0|0
202205|52900|5|0|5|0|0|0
202302|21643|105|0|105|0|0|0
202208|92106|5|1|4|0|0|0
202208|80455|10|0|10|0|0|0
202208|92607|10|5|5|0|0|0
202205|55371|5|0|5|0|0|0
202302|31083|5|0|5|0|0|0
202208|92579|10|0|10|0|0|0
202205|54583|2|0|2|0|0|0
202205|51708|10|2|8|0|0|0
202302|23452|10|0|10|0|0|0
202208|89744|10|0|10|0|0|0
202302|20865|10|0|10|0|0|0
202205|54471|10|0|10|0|0|0
202205|53583|10|5|5|0|0|0
202208|82220|10|3|7|0|0|0
202208|85350|3|2|1|0|0|0
202208|80457|10|1|9|0|0|0
202302|21696|5|0|5|0|0|0
202205|54479|4|0|4|0|0|0
202205|50671|10|1|9|0|0|0
202302|21980|10|0|10|0|0|0
202208|89538|4|4|0|0|0|0
202302|26849|10|0|10|0|0|0
202205|54295|10|0|10|0|0|0
202205|57664|3|1|2|0|0|0
202208|92219|10|0|10|0|0|0
202205|51275|10|0|10|0|0|0
202302|24396|10|0|10|0|0|0
202205|55413|2|0|2|0|0|0
202208|88838|10|1|9|0|0|0
202208|93377|16|14|2|5|0|5
202208|86887|10|4|6|5|0|5
202302|20859|25|0|25|0|0|0
202302|22067|10|0|10|0|0|0
202205|55417|5|0|5|0|0|0
202205|51353|10|0|10|0|0|0
