courseTerm,courseMajor,courseTitle,courseCRN,courseArea,courseSection,courseClass,courseTime,courseDay,courseLocation,courseInstructor,courseUniversity,courseCredit,courseAttribute
202105,Accounting,Accounting II,55697,ACCT 2102,LS,Class,9:30 am - 11:40 am,MTWR,Scheller College of Business 201,Arnold   Schneider,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Accounting,Accounting I,55696,ACCT 2101,ES,Class,12:30 pm - 2:40 pm,MTWR,Scheller College of Business 200,Ryan   Blunck,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Accounting,Accounting I,25245,ACCT 2101,A,Class,12:30 pm - 1:45 pm,MW,Scheller College of Business 103,Eric R  Condie,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Accounting,Accounting I,20643,ACCT 2101,B,Class,2:00 pm - 3:15 pm,MW,Scheller College of Business 103,Eric R  Condie,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Accounting,Accounting I,25244,ACCT 2101,C,Class,9:30 am - 10:45 am,TR,Scheller College of Business 102,Arnold   Schneider,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Accounting,Accounting I,20642,ACCT 2101,D,Class,12:30 pm - 1:45 pm,TR,Scheller College of Business 102,Arnold   Schneider,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Accounting,Accounting I,80745,ACCT 2101,A,Class,11:00 am - 12:15 pm,MW,Scheller College of Business 300,Katarzyna   Rupar,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Accounting,Accounting I,86105,ACCT 2101,B,Class,2:00 pm - 3:15 pm,MW,Scheller College of Business 224,Katarzyna   Rupar,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Accounting,Accounting I,82524,ACCT 2101,C,Class,TBA,,TBA,Arnold   Schneider,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Accounting,Accounting I,80744,ACCT 2101,D,Class,3:30 pm - 4:45 pm,MW,Scheller College of Business 224,Wenqian   Hu,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Accounting,Accounting II,82514,ACCT 2102,A,Class,9:30 am - 10:45 am,MW,Scheller College of Business 224,Ryan   Blunck,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Accounting,Accounting II,80746,ACCT 2102,B,Class,12:30 pm - 1:20 pm,MWF,Scheller College of Business 101,Marvin Anthony  Tingler,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202108,Accounting,Accounting II,86145,ACCT 2102,C,Class,12:30 pm - 1:45 pm,TR,Scheller College of Business 300,Ryan   Blunck,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Accounting,Accounting II,25261,ACCT 2102,A,Class,9:30 am - 10:45 am,TR,Scheller College of Business 200,Xi   Kuang,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Accounting,Accounting II,30711,ACCT 2102,B,Class,12:30 pm - 1:45 pm,TR,Scheller College of Business 222,Xi   Kuang,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202202,Accounting,Accounting II,22178,ACCT 2102,C,Class,2:00 pm - 3:15 pm,TR,Scheller College of Business 222,Xi   Kuang,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Technical Commun for AE,58869,AE 2611,A,Class,11:00 am - 12:15 pm,F,Skiles 202,Kelly Ann  Griendling,"GraduateSemester,UndergraduateSemester",1.000 Credits,
202105,Aerospace Engineering,3D Dynamics,58238,AE 2221,A,Class,9:30 am - 11:40 am,TR,Skiles 308,Mayuresh Jayawant  Patil,"GraduateSemester,UndergraduateSemester",1.000 Credits,
202105,Aerospace Engineering,Fluids Fundamentals,58237,AE 2011,A,Class,9:30 am - 12:15 pm,MW,Skiles 202,Turab Ali  Zaidi,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202105,Aerospace Engineering,Fluids Fundamentals,58441,AE 2011,R,Class,10:30 am - 11:25 am,MTWR,TBA,TBA,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202105,Aerospace Engineering,Thermodyn&Fluids Fundam,57064,AE 2010,A,Class,9:30 am - 12:15 pm,MW,Skiles 202,Turab Ali  Zaidi,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202105,Aerospace Engineering,Thermodyn&Fluids Fundam,57400,AE 2010,R,Class,4:00 pm - 5:55 pm,MW,TBA,Jechiel   Jagoda,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202105,Aerospace Engineering,Intro Exper Methods AE,58867,AE 2610,A,Class,12:30 pm - 1:45 pm,W,Skiles 368,Wenting   Sun,"GraduateSemester,UndergraduateSemester",1.000 Credits,
202105,Aerospace Engineering,Intro Exper Methods AE,58868,AE 2610,A01,Class,3:30 pm - 6:15 pm,T,Engineering Sci and Mechanics G4,Wenting   Sun,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202105,Aerospace Engineering,Intro Exper Methods AE,58886,AE 2610,A02,Class,3:30 pm - 6:15 pm,W,Engineering Sci and Mechanics G4,Wenting   Sun,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202105,Aerospace Engineering,AE 2220 Recitation,59015,AE 2220R,A,Class,5:00 pm - 6:15 pm,R,Guggenheim Aerospace 442,Mayuresh Jayawant  Patil,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202105,Aerospace Engineering,Dynamics,52481,AE 2220,A,Class,9:30 am - 11:40 am,TR,Skiles 308,Mayuresh Jayawant  Patil,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Dynamics,57401,AE 2220,R,Class,TBA,,TBA,Mayuresh Jayawant  Patil,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,AE 2010 Recitation,59014,AE 2010R,A,Class,5:00 pm - 6:15 pm,M,Guggenheim Aerospace 442,Turab Ali  Zaidi,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202105,Aerospace Engineering,Aerodynamics Recitation,60639,AE 3030R,B,Class,5:00 pm - 6:15 pm,W,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",0.000 Credits,
202105,Aerospace Engineering,Aerodynamics,60213,AE 3030,B,Class,9:30 am - 12:15 pm,TR,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202105,Aerospace Engineering,Aerodynamics,57062,AE 3030,RLI,Class,9:30 am - 10:45 am,TR,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",4.000 Credits,
202105,Aerospace Engineering,Intro AE Vehicle Perform,58871,AE 3330,A,Class,12:30 pm - 2:40 pm,TR,Skiles 368,Joseph Homer  Saleh,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Intro AE Vehicle Perform,57063,AE 3330,RLI,Class,12:30 pm - 2:40 pm,TR,TBA,Joseph Homer  Saleh,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Structural Analysis,60214,AE 3140,B,Class,3:30 pm - 5:40 pm,TR,TBA,George   Kardomateas,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Design&System Eng Method,57402,AE 3340,A,Class,9:30 am - 10:45 am,MW,Skiles 246,Elena   Garcia,"GraduateSemester,UndergraduateSemester",2.000 Credits,
202105,Aerospace Engineering,Sys Dynamics&Vibration,60150,AE 3530,A,Class,TBA,,TBA,Chance Carue  McColl,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Sys Dynamics&Vibration,57447,AE 3530,RLI,Class,TBA,,Foreign Studies Prog (FORSPRO),Chance Carue  McColl,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Research Assistantship,55379,AE 2698,AHU,Class,TBA,,TBA,Krishan K  Ahuja,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,54011,AE 2698,CLA,Class,TBA,,TBA,John-Paul B  Clarke,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,59949,AE 2698,HO,Class,TBA,,TBA,Koki   Ho,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,55375,AE 2698,MAV,Class,TBA,,TBA,Dimitrios N  Mavris,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,56265,AE 2698,SCH,Class,TBA,,TBA,Daniel Patrick  Schrage,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,57294,AE 2698,SEI,Class,TBA,,TBA,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,60809,AE 2698,STE,Class,TBA,,TBA,Adam Michael  Steinberg,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,59939,AE 2698,VAM,Class,TBA,,TBA,Kyriakos   Vamvoudakis,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,56252,AE 2698,YU,Class,TBA,,TBA,Min-Feng   Yu,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Ctrl Sys Analysis&Design,57443,AE 3531,A,Class,TBA,,TBA,Chance Carue  McColl,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Ctrl Sys Analysis&Design,60862,AE 3531,AGR,Class,TBA,,TBA,Chance Carue  McColl,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Ctrl Sys Analysis&Design,58308,AE 3531,RLI,Class,TBA,,TBA,Chance Carue  McColl,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Aerothermodynamics,60279,AE 4080,A,Class,9:30 am - 10:45 am,MWF,College of Computing 101,John Allen  Dec,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Aerothermodynamics,60280,AE 4080,RLI,Class,9:30 am - 10:45 am,MWF,TBA,John Allen  Dec,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,55378,AE 2699,AHU,Class,TBA,,TBA,Krishan K  Ahuja,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54012,AE 2699,CLA,Class,TBA,,TBA,John-Paul B  Clarke,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,60010,AE 2699,COS,Class,TBA,,TBA,Mark Francis  Costello,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,55266,AE 2699,FEI,Class,TBA,,TBA,Karen Michelle  Feigh,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,57570,AE 2699,FER,Class,TBA,,TBA,Eric Marie J  Feron,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56881,AE 2699,GER,Class,TBA,,TBA,Brian Joseph  German,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,59984,AE 2699,GRI,Class,TBA,,TBA,Kelly Ann  Griendling,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,60845,AE 2699,GTL,Class,TBA,,TBA,Dimitrios N  Mavris,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,55612,AE 2699,LIE,Class,TBA,,TBA,Tim Charles  Lieuwen,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,57505,AE 2699,LIG,Class,TBA,,TBA,Edgar Glenn  Lightsey,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53958,AE 2699,MAV,Class,TBA,,TBA,Dimitrios N  Mavris,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,58141,AE 2699,MEN,Class,TBA,,TBA,Suresh   Menon,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56769,AE 2699,PRA,Class,TBA,,TBA,J V R  Prasad,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,57699,AE 2699,RIM,Class,TBA,,TBA,Julian Jose  Rimoli,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54033,AE 2699,RUF,Class,TBA,,TBA,Stephen M  Ruffin,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54092,AE 2699,SAN,Class,TBA,,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56253,AE 2699,SCH,Class,TBA,,TBA,Daniel Patrick  Schrage,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54745,AE 2699,SEI,Class,TBA,,TBA,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,60816,AE 2699,STE,Class,TBA,,TBA,Adam Michael  Steinberg,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56568,AE 2699,SUN,Class,TBA,,TBA,Wenting   Sun,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,59938,AE 2699,VAM,Class,TBA,,TBA,Kyriakos   Vamvoudakis,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,57600,AE 2699,WAL,Class,TBA,,TBA,Mitchell L.R.  Walker,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Jet & Rocket Propulsion,60218,AE 4451,A,Class,3:30 pm - 5:40 pm,TR,Bunger-Henry 380,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Jet & Rocket Propulsion,58873,AE 4451,RLI,Class,3:30 pm - 5:40 pm,TR,TBA,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Wind Engineering,60366,AE 4701,A,Class,TBA,,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Wind Engineering,60654,AE 4701,AGR,Class,TBA,,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Wind Engineering,58877,AE 4701,RLI,Class,TBA,,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Special Topics,60285,AE 4803,PRO,Class,12:30 pm - 2:40 pm,TR,Guggenheim Aerospace 442,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Special Topics,58874,AE 4803,RLI,Class,12:30 pm - 2:40 pm,TR,TBA,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Unsteady Aerodynamics,60817,AE 6030,A,Class,TBA,,TBA,Marilyn Ruth Jones  Smith,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Gas Dynamics,53136,AE 6050,A,Class,9:30 am - 11:40 am,TR,Engineering Sci and Mechanics 212,John Allen  Dec,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Gas Dynamics,53360,AE 6050,Q,Class,TBA,,TBA,John Allen  Dec,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Rotary Wing Aerodynamics,55202,AE 6070,Q,Class,TBA,,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Research Assistantship,54479,AE 4698,CLA,Class,TBA,,TBA,John-Paul B  Clarke,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,55347,AE 4698,FEI,Class,TBA,,TBA,Karen Michelle  Feigh,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,54106,AE 4698,FER,Class,TBA,,TBA,Eric Marie J  Feron,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,55921,AE 4698,GER,Class,TBA,,TBA,Brian Joseph  German,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,56775,AE 4698,GUN,Class,TBA,,TBA,Brian Christopher  Gunter,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,57179,AE 4698,KEN,Class,TBA,,TBA,Graeme J  Kennedy,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,54334,AE 4698,LIE,Class,TBA,,TBA,Tim Charles  Lieuwen,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,53954,AE 4698,MAV,Class,TBA,,TBA,Dimitrios N  Mavris,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,53785,AE 4698,MEN,Class,TBA,,TBA,Suresh   Menon,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,58553,AE 4698,OEF,Class,TBA,,TBA,Joseph   Oefelein,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,54051,AE 4698,PRA,Class,TBA,,TBA,J V R  Prasad,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,58179,AE 4698,RIM,Class,TBA,,TBA,Julian Jose  Rimoli,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,60012,AE 4698,ROG,Class,TBA,,TBA,Jonathan David  Rogers,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,54568,AE 4698,SAL,Class,TBA,,TBA,Joseph Homer  Saleh,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,53759,AE 4698,SAN,Class,TBA,,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,53995,AE 4698,SCH,Class,TBA,,TBA,Daniel Patrick  Schrage,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,54420,AE 4698,SEI,Class,TBA,,TBA,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,55115,AE 4698,SMI,Class,TBA,,TBA,Marilyn Ruth Jones  Smith,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,60815,AE 4698,STE,Class,TBA,,TBA,Adam Michael  Steinberg,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,57539,AE 4698,THE,Class,TBA,,TBA,Evangelos A  Theodorou,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,55930,AE 4698,TSI,Class,TBA,,TBA,Panagiotis   Tsiotras,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,59940,AE 4698,VAM,Class,TBA,,TBA,Kyriakos   Vamvoudakis,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,55771,AE 4698,WAL,Class,TBA,,TBA,Mitchell L.R.  Walker,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,58103,AE 4698,YEU,Class,TBA,,TBA,Pui-Kuen   Yeung,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Research Assistantship,53740,AE 4698,ZIN,Class,TBA,,TBA,Ben T  Zinn,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56203,AE 4699,CLA,Class,TBA,,TBA,John-Paul B  Clarke,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,60011,AE 4699,COS,Class,TBA,,TBA,Mark Francis  Costello,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,55661,AE 4699,FEI,Class,TBA,,TBA,Karen Michelle  Feigh,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54744,AE 4699,FER,Class,TBA,,TBA,Eric Marie J  Feron,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,55868,AE 4699,GER,Class,TBA,,TBA,Brian Joseph  German,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,59987,AE 4699,GRI,Class,TBA,,TBA,Kelly Ann  Griendling,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56807,AE 4699,GUN,Class,TBA,,TBA,Brian Christopher  Gunter,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54979,AE 4699,HOD,Class,TBA,,TBA,Dewey H  Hodges,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,58473,AE 4699,JAG,Class,TBA,,TBA,Jechiel   Jagoda,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56172,AE 4699,KAR,Class,TBA,,TBA,George   Kardomateas,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56832,AE 4699,KEN,Class,TBA,,TBA,Graeme J  Kennedy,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53983,AE 4699,LIE,Class,TBA,,TBA,Tim Charles  Lieuwen,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,57538,AE 4699,LIG,Class,TBA,,TBA,Edgar Glenn  Lightsey,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53993,AE 4699,MAV,Class,TBA,,TBA,Dimitrios N  Mavris,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56501,AE 4699,MEN,Class,TBA,,TBA,Suresh   Menon,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54094,AE 4699,PRA,Class,TBA,,TBA,J V R  Prasad,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,55636,AE 4699,RIM,Class,TBA,,TBA,Julian Jose  Rimoli,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,57849,AE 4699,RLI,Class,TBA,,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54034,AE 4699,RUF,Class,TBA,,TBA,Stephen M  Ruffin,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54743,AE 4699,SAL,Class,TBA,,TBA,Joseph Homer  Saleh,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53738,AE 4699,SAN,Class,TBA,,TBA,Narayanamoorthy Lakshmi  Sankar,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56546,AE 4699,SCH,Class,TBA,,TBA,Daniel Patrick  Schrage,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53696,AE 4699,SEI,Class,TBA,,TBA,Jerry M  Seitzman,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53968,AE 4699,SMI,Class,TBA,,TBA,Marilyn Ruth Jones  Smith,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,58620,AE 4699,STE,Class,TBA,,TBA,Adam Michael  Steinberg,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,56569,AE 4699,SUN,Class,TBA,,TBA,Wenting   Sun,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53729,AE 4699,TSI,Class,TBA,,TBA,Panagiotis   Tsiotras,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,59937,AE 4699,VAM,Class,TBA,,TBA,Kyriakos   Vamvoudakis,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,54049,AE 4699,WAL,Class,TBA,,TBA,Mitchell L.R.  Walker,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53896,AE 4699,YEU,Class,TBA,,TBA,Pui-Kuen   Yeung,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,57522,AE 4699,YU,Class,TBA,,TBA,Min-Feng   Yu,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Undergraduate Research,53725,AE 4699,ZIN,Class,TBA,,TBA,Ben T  Zinn,"GraduateSemester,UndergraduateSemester",1.000 TO       12.000 Credits,
202105,Aerospace Engineering,Helicopter Stability&Ctl,60301,AE 6503,A,Class,11:00 am - 12:15 pm,TRF,TBA,J V R  Prasad,"GraduateSemester,UndergraduateSemester",3.000 Credits,
202105,Aerospace Engineering,Helicopter Stability&Ctl,60302,AE 6503,Q,Class,11:00 am - 12:15 pm,TRF,TBA,J V R  Prasad,"GraduateSemester,UndergraduateSemester",3.000 Credits,
