courseTerm,crn,seatCapacity,seatActual,seatRemaining,waitlistCapacity,waitlistActual,waitlistRemaining
202202,25095,2,0,2,0,0,0
202108,86790,30,27,3,0,0,0
202202,21362,10,0,10,0,0,0
202108,87363,10,0,10,0,0,0
202105,58925,14,14,0,0,0,0
202105,56031,15,0,15,0,0,0
202105,54639,15,0,15,0,0,0
202202,32890,15,11,4,0,0,0
202105,56860,6,0,6,0,0,0
202202,28309,10,0,10,0,0,0
202202,26089,2,1,1,0,0,0
202105,55277,10,0,10,0,0,0
202108,88270,40,22,18,0,0,0
202202,24012,10,0,10,0,0,0
202108,90405,10,1,9,0,0,0
202108,94382,5,2,3,0,0,0
202105,57607,20,19,1,0,0,0
202105,56460,10,0,10,0,0,0
202202,26783,45,27,18,0,0,0
202105,56861,6,0,6,0,0,0
202202,33520,10,0,10,0,0,0
202108,88149,40,1,39,0,0,0
202105,60095,10,0,10,0,0,0
202105,55452,10,1,9,0,0,0
202202,25643,5,3,2,0,0,0
202202,21830,10,0,10,0,0,0
202108,87037,10,5,5,0,0,0
202108,87187,10,0,10,0,0,0
202105,60407,28,24,4,0,0,0
202105,56032,15,0,15,0,0,0
202202,31186,15,10,5,0,0,0
202105,56862,6,0,6,0,0,0
202202,26535,10,1,9,0,0,0
202108,92209,34,1,33,0,0,0
202105,59961,10,0,10,0,0,0
202105,60923,5,1,4,0,0,0
202202,24561,3,0,3,0,0,0
202202,24952,15,1,14,0,0,0
202108,86382,10,0,10,0,0,0
202108,86591,10,0,10,0,0,0
202105,56033,15,0,15,0,0,0
202105,60392,20,14,6,0,0,0
202202,31187,30,16,14,0,0,0
202202,25640,15,5,10,0,0,0
202105,56863,6,0,6,0,0,0
202108,81770,15,0,15,0,0,0
202105,60052,10,0,10,0,0,0
202202,29973,2,0,2,0,0,0
202105,53261,10,0,10,0,0,0
202202,26319,10,0,10,0,0,0
202108,83113,100,2,98,0,0,0
202108,94588,10,0,10,0,0,0
202105,60715,15,1,14,0,0,0
202105,58942,14,8,6,0,0,0
202202,33141,30,14,16,0,0,0
202105,56864,6,0,6,0,0,0
202202,27329,10,0,10,0,0,0
202105,57704,10,0,10,0,0,0
202202,33945,10,1,9,0,0,0
202108,81771,15,0,15,0,0,0
202105,58679,10,0,10,0,0,0
202108,90099,10,0,10,0,0,0
202105,56034,15,0,15,0,0,0
202105,60396,20,19,1,0,0,0
202202,26282,35,29,6,0,0,0
202202,28333,2,1,1,0,0,0
202108,94486,10,1,9,0,0,0
202202,30079,10,0,10,0,0,0
202105,57308,29,0,29,0,0,0
202105,55543,10,0,10,0,0,0
202108,84957,15,0,15,0,0,0
202105,60788,10,1,9,0,0,0
202108,89047,10,0,10,0,0,0
202105,60087,15,1,14,0,0,0
202105,60412,20,8,12,0,0,0
202202,32885,15,0,15,0,0,0
202202,23775,1,0,1,0,0,0
202108,83756,5,2,3,0,0,0
202202,26004,10,0,10,0,0,0
202105,60616,10,1,9,0,0,0
202105,57295,10,0,10,0,0,0
202108,84102,15,0,15,0,0,0
202105,58940,14,14,0,0,0,0
202105,56035,15,0,15,0,0,0
202108,87241,10,0,10,0,0,0
202202,21541,15,0,15,0,0,0
202202,26182,2,0,2,0,0,0
202202,25951,10,0,10,0,0,0
202108,94264,5,1,4,0,0,0
202105,58170,10,0,10,0,0,0
202105,57046,700,255,445,999,0,999
202108,82998,15,0,15,0,0,0
202105,60944,20,19,1,0,0,0
202105,56000,15,0,15,0,0,0
202202,23478,1,0,1,0,0,0
202202,21542,15,0,15,0,0,0
202108,87019,10,3,7,0,0,0
202202,32206,10,0,10,0,0,0
202108,93099,10,3,7,0,0,0
202105,58399,300,43,257,50,0,50
202105,58911,14,4,10,0,0,0
202105,56278,10,0,10,0,0,0
202108,83451,15,0,15,0,0,0
202105,56036,15,0,15,0,0,0
202202,26199,2,0,2,0,0,0
202202,24268,15,0,15,0,0,0
202108,86718,10,0,10,0,0,0
202202,22687,15,5,10,0,0,0
202108,90371,10,0,10,0,0,0
202105,60397,20,11,9,0,0,0
202105,57829,750,313,437,999,0,999
202105,56580,10,0,10,0,0,0
202108,85216,15,0,15,0,0,0
202105,56037,15,0,15,0,0,0
202202,23522,15,0,15,0,0,0
202108,86730,10,0,10,0,0,0
202202,26685,2,0,2,0,0,0
202108,87242,10,2,8,0,0,0
202105,60945,20,10,10,0,0,0
202105,53208,15,0,15,0,0,0
202202,26711,10,0,10,0,0,0
202105,59295,100,49,51,999,0,999
202105,56038,15,0,15,0,0,0
202108,81772,15,0,15,0,0,0
202202,22597,15,0,15,0,0,0
202108,94445,3,1,2,0,0,0
202202,32299,2,0,2,0,0,0
202108,90329,10,3,7,0,0,0
202202,32190,10,2,8,0,0,0
202105,58056,20,12,8,0,0,0
202105,56648,10,0,10,0,0,0
202105,59417,75,57,18,50,0,50
202105,56039,15,0,15,0,0,0
202108,84530,15,0,15,0,0,0
202108,94928,10,1,9,0,0,0
202202,26232,2,0,2,0,0,0
202202,22955,15,0,15,0,0,0
202105,60394,20,10,10,0,0,0
202105,60474,30,30,0,0,0,0
202202,27409,10,0,10,0,0,0
202105,56008,15,0,15,0,0,0
202105,53209,10,0,10,0,0,0
202108,85197,15,0,15,0,0,0
202108,94645,10,0,10,0,0,0
202108,90331,10,1,9,0,0,0
202202,26236,2,0,2,0,0,0
202105,58913,20,15,5,0,0,0
202202,30289,10,0,10,0,0,0
202105,57434,700,684,16,300,0,300
202105,56040,15,0,15,0,0,0
202105,55141,10,0,10,0,0,0
202108,81773,15,0,15,0,0,0
202202,24494,15,0,15,0,0,0
202108,81093,35,2,33,0,0,0
202108,90335,10,6,4,0,0,0
202202,23381,2,1,1,0,0,0
202105,56625,10,0,10,0,0,0
202105,60946,20,10,10,0,0,0
202202,21543,15,0,15,0,0,0
202105,59418,75,60,15,50,0,50
202108,82778,10,7,3,0,0,0
202202,26178,10,0,10,0,0,0
202202,24187,2,0,2,0,0,0
202108,82999,15,0,15,0,0,0
202105,56041,15,0,15,0,0,0
202108,85431,10,0,10,0,0,0
202105,56058,10,4,6,0,0,0
202105,60947,20,16,4,0,0,0
202202,23886,15,0,15,0,0,0
202202,25991,10,0,10,0,0,0
202105,57444,300,141,159,999,0,999
202108,81900,10,0,10,0,0,0
202108,81774,15,0,15,0,0,0
202202,26179,1,0,1,0,0,0
202105,56180,15,0,15,0,0,0
202105,58400,100,49,51,50,0,50
202202,24475,15,0,15,0,0,0
202202,33856,10,1,9,0,0,0
202108,87607,10,2,8,0,0,0
202105,56059,10,4,6,0,0,0
202105,59955,20,17,3,0,0,0
202108,83574,10,0,10,0,0,0
202108,86401,15,0,15,0,0,0
202105,57690,15,0,15,0,0,0
202202,23716,1,0,1,0,0,0
202202,26601,10,0,10,0,0,0
202105,58297,20,17,3,0,0,0
202202,21544,15,0,15,0,0,0
202108,81775,15,0,15,0,0,0
202108,83747,5,0,5,0,0,0
202105,56924,15,0,15,0,0,0
202108,95307,10,1,9,0,0,0
202105,53131,35,11,24,0,0,0
202105,57831,200,50,150,999,0,999
202202,23197,5,0,5,0,0,0
202105,58915,20,10,10,0,0,0
202202,25528,10,1,9,0,0,0
202105,56708,24,3,21,5,0,5
202108,85116,10,0,10,0,0,0
202202,22598,15,0,15,0,0,0
202108,86075,10,3,7,0,0,0
202108,81776,15,0,15,0,0,0
202105,57080,10,0,10,0,0,0
202105,59498,50,19,31,50,0,50
202202,25948,5,0,5,0,0,0
202202,25995,10,0,10,0,0,0
202105,60948,20,13,7,0,0,0
202105,56709,8,1,7,0,0,0
202108,94640,10,0,10,0,0,0
202105,56042,15,0,15,0,0,0
202202,21545,15,0,15,0,0,0
202108,85063,15,0,15,0,0,0
202108,86990,10,4,6,0,0,0
202105,59499,100,47,53,50,0,50
202202,26597,10,0,10,0,0,0
202202,26145,5,1,4,0,0,0
202105,56710,8,2,6,0,0,0
202105,58916,20,11,9,0,0,0
202108,86727,10,0,10,0,0,0
202202,25447,15,0,15,0,0,0
202108,88908,10,0,10,0,0,0
202105,56043,15,0,15,0,0,0
202105,58310,100,92,8,999,0,999
202108,83000,15,0,15,0,0,0
202202,28348,10,0,10,0,0,0
202108,81074,10,0,10,0,0,0
202105,56711,8,0,8,0,0,0
202105,59954,20,16,4,0,0,0
202202,21546,15,0,15,0,0,0
202202,24095,2,0,2,0,0,0
202108,89867,10,3,7,0,0,0
202108,85076,15,0,15,0,0,0
202105,56163,15,0,15,0,0,0
202105,60949,20,19,1,0,0,0
202202,28073,10,1,9,0,0,0
202105,57830,100,44,56,999,0,999
202202,21547,15,0,15,0,0,0
202202,23445,2,1,1,0,0,0
202108,88863,5,3,2,0,0,0
202105,55722,24,9,15,0,0,0
202108,81777,15,0,15,0,0,0
202108,90406,10,1,9,0,0,0
202202,25906,10,1,9,0,0,0
202105,58923,14,10,4,0,0,0
202108,81338,10,3,7,0,0,0
202105,56044,15,0,15,0,0,0
202105,57446,20,11,9,25,0,25
202105,56555,500,494,6,999,0,999
202202,24363,15,0,15,0,0,0
202202,26120,2,2,0,0,0,0
202105,55723,12,6,6,3,0,3
202108,81778,15,0,15,0,0,0
202108,86417,10,0,10,0,0,0
202105,60410,20,9,11,0,0,0
202202,27410,10,0,10,0,0,0
202108,82109,10,4,6,0,0,0
202202,25144,4,0,4,0,0,0
202105,60706,3,2,1,0,0,0
202105,56045,15,0,15,0,0,0
202202,22599,15,0,15,0,0,0
202105,60395,20,19,1,0,0,0
202105,58401,50,21,29,50,0,50
202105,55724,12,3,9,3,0,3
202108,81779,15,0,15,0,0,0
202108,83568,15,0,15,0,0,0
202202,26225,10,0,10,0,0,0
202202,25881,2,0,2,0,0,0
202105,56097,15,0,15,0,0,0
202105,57047,650,428,222,999,0,999
202105,58260,20,14,6,25,0,25
202108,94517,10,0,10,0,0,0
202202,24376,15,0,15,0,0,0
202108,83001,15,0,15,0,0,0
202105,58918,14,13,1,0,0,0
202105,54096,5,0,5,0,0,0
202108,88978,10,1,9,0,0,0
202202,28378,10,1,9,0,0,0
202202,26513,2,0,2,0,0,0
202105,60752,1,0,1,0,0,0
202105,57624,15,0,15,0,0,0
202202,21548,15,0,15,0,0,0
202108,86733,10,0,10,0,0,0
202105,57048,450,147,303,400,0,400
202105,55940,20,0,20,0,0,0
202108,81780,15,0,15,0,0,0
202108,88849,10,0,10,0,0,0
202105,60403,20,20,0,0,0,0
202202,26054,10,0,10,0,0,0
202105,57775,22,9,13,25,0,25
202202,24486,2,0,2,0,0,0
202105,56046,15,0,15,0,0,0
202108,85536,10,0,10,0,0,0
202202,21549,15,0,15,0,0,0
202105,57435,400,197,203,999,0,999
202105,53730,10,0,10,0,0,0
202105,60939,20,14,6,0,0,0
202108,83002,15,0,15,0,0,0
202108,88944,10,1,9,0,0,0
202202,25597,10,0,10,0,0,0
202105,60263,15,8,7,25,0,25
202202,33813,12,1,11,0,0,0
202108,85608,10,0,10,0,0,0
202105,56047,15,0,15,0,0,0
202202,21550,15,0,15,0,0,0
202105,54140,5,0,5,0,0,0
202108,83004,15,0,15,0,0,0
202105,60408,20,20,0,0,0,0
202202,28125,10,0,10,0,0,0
202108,86688,10,1,9,0,0,0
202105,57905,75,59,16,50,0,50
202105,53318,6,6,0,0,0,0
202202,23140,2,0,2,0,0,0
202202,22600,15,0,15,0,0,0
202105,60940,20,20,0,0,0,0
202108,94610,10,0,10,0,0,0
202105,56048,15,0,15,0,0,0
202108,83003,15,0,15,0,0,0
202202,27483,10,0,10,0,0,0
202105,54078,5,0,5,0,0,0
202108,92346,10,0,10,0,0,0
202105,58402,25,6,19,50,0,50
202105,60950,20,14,6,0,0,0
202202,30414,12,10,2,4,0,4
202108,86392,20,5,15,0,0,0
202105,55180,6,6,0,0,0,0
202202,26106,10,0,10,0,0,0
202202,21551,15,0,15,0,0,0
202108,81781,15,0,15,0,0,0
202105,56049,15,0,15,0,0,0
202108,83572,10,0,10,0,0,0
202105,59761,5,0,5,0,0,0
202105,58227,50,13,37,0,0,0
202108,84229,10,7,3,0,0,0
202105,59882,1,1,0,0,0,0
202105,58929,14,14,0,0,0,0
202202,22601,15,0,15,0,0,0
202105,53403,15,0,15,0,0,0
202108,84489,15,0,15,0,0,0
202108,85148,15,0,15,0,0,0
202202,30088,10,1,9,0,0,0
202202,22886,3,3,0,0,0,0
202105,60787,5,1,4,0,0,0
202108,86719,10,0,10,0,0,0
202105,60805,1,1,0,0,0,0
202105,55733,30,24,6,25,0,25
202105,60610,12,6,6,0,0,0
202202,30415,4,2,2,0,0,0
202108,92510,10,0,10,0,0,0
202202,28345,10,0,10,0,0,0
202202,22603,15,0,15,0,0,0
202105,53426,15,0,15,0,0,0
202108,81782,15,0,15,0,0,0
202105,58736,10,0,10,0,0,0
202108,87068,10,3,7,0,0,0
202105,60806,1,1,0,0,0,0
202105,60430,150,146,4,999,0,999
202105,60731,20,20,0,0,0,0
202202,22602,15,0,15,0,0,0
202105,56133,15,0,15,0,0,0
202108,89235,10,0,10,0,0,0
202202,30238,10,0,10,0,0,0
202202,31846,4,2,2,0,0,0
202105,56646,10,0,10,0,0,0
202108,85072,15,0,15,0,0,0
202108,88603,3,2,1,0,0,0
202105,60807,1,1,0,0,0,0
202105,57086,10,0,10,0,0,0
202105,56565,5,0,5,0,0,0
202202,21552,15,0,15,0,0,0
202108,83571,10,1,9,0,0,0
202108,81783,15,0,15,0,0,0
202202,25659,10,1,9,0,0,0
202202,33496,2,0,2,0,0,0
202105,58311,513,504,9,999,0,999
202105,54456,5,0,5,0,0,0
202108,87695,200,171,29,50,0,50
202105,60811,1,1,0,0,0,0
202108,83065,10,1,9,0,0,0
202105,55464,15,0,15,0,0,0
202105,59027,20,11,9,0,0,0
202202,24432,15,0,15,0,0,0
202108,95085,10,1,9,0,0,0
202202,23916,5,0,5,0,0,0
202202,26107,10,1,9,0,0,0
202105,59555,800,524,276,999,0,999
202105,60829,1,1,0,0,0,0
202108,87696,240,240,0,50,0,50
202108,81329,10,4,6,0,0,0
202105,58159,10,0,10,0,0,0
202105,53791,15,0,15,0,0,0
202105,60470,40,24,16,20,0,20
202202,21553,15,0,15,0,0,0
202108,95059,10,2,8,0,0,0
202202,30511,5,0,5,0,0,0
202108,81784,15,0,15,0,0,0
202202,34007,10,0,10,0,0,0
202108,89255,125,125,0,50,0,50
202108,88611,3,0,3,0,0,0
202105,60431,300,296,4,999,0,999
202105,56101,10,0,10,0,0,0
202105,56386,30,0,30,0,0,0
202202,24372,15,0,15,0,0,0
202202,33814,5,2,3,0,0,0
202105,55101,15,1,14,0,0,0
202108,90336,10,2,8,0,0,0
202108,94424,280,260,20,50,0,50
202108,89227,5,3,2,0,0,0
202105,57703,10,0,10,0,0,0
202108,81785,15,0,15,0,0,0
202105,59427,15,14,1,0,0,0
202202,27380,10,0,10,0,0,0
202105,58092,30,18,12,0,0,0
202202,21554,15,0,15,0,0,0
202105,57076,10,0,10,0,0,0
202202,33207,10,0,10,0,0,0
202108,92598,240,239,1,50,0,50
202108,81786,15,0,15,0,0,0
202105,60047,5,0,5,0,0,0
202108,89751,5,1,4,0,0,0
202202,28308,10,3,7,0,0,0
202105,59419,50,14,36,50,0,50
202105,58093,170,68,102,0,0,0
202202,21555,15,0,15,0,0,0
202108,85315,10,3,7,0,0,0
202108,91981,78,77,1,50,0,50
202105,55089,15,0,15,0,0,0
202108,84518,15,0,15,0,0,0
202108,93127,10,0,10,0,0,0
202105,55124,10,0,10,0,0,0
202202,21556,15,0,15,0,0,0
202202,30985,5,3,2,0,0,0
202105,58094,30,0,30,0,0,0
202105,59796,10,6,4,0,0,0
202108,83144,15,0,15,0,0,0
202202,28310,10,1,9,0,0,0
202108,82674,85,69,16,20,0,20
202105,57091,15,0,15,0,0,0
202108,81787,15,0,15,0,0,0
202202,32510,20,14,6,0,0,0
202105,55870,10,0,10,0,0,0
202202,21557,15,0,15,0,0,0
202108,84711,10,3,7,0,0,0
202105,58095,30,0,30,0,0,0
202202,28314,10,0,10,0,0,0
202105,60426,100,20,80,50,0,50
202108,81445,10,0,10,0,0,0
202105,53404,15,0,15,0,0,0
202108,84724,237,237,0,50,0,50
202108,81788,15,0,15,0,0,0
202202,32511,20,13,7,0,0,0
202108,85702,10,3,7,0,0,0
202105,55888,10,0,10,0,0,0
202202,24675,10,0,10,0,0,0
202105,58973,30,0,30,0,0,0
202202,23874,15,0,15,0,0,0
202105,55681,15,0,15,0,0,0
202108,82736,48,7,41,0,0,0
202105,60425,100,8,92,50,0,50
202108,90552,181,181,0,50,0,50
202108,84525,15,0,15,0,0,0
202105,60781,5,1,4,0,0,0
202202,30401,15,6,9,5,0,5
202105,59788,30,2,28,0,0,0
202202,21558,15,0,15,0,0,0
202105,55982,15,0,15,0,0,0
202108,95032,10,1,9,0,0,0
202108,89608,10,8,2,0,0,0
202202,23069,10,0,10,0,0,0
202105,60779,30,0,30,0,0,0
202108,89348,6,3,3,5,0,5
202108,86397,15,0,15,0,0,0
202202,30402,15,6,9,0,0,0
202105,60672,8,4,4,0,0,0
202202,21559,15,0,15,0,0,0
202105,60872,5,1,4,0,0,0
202108,94537,10,0,10,0,0,0
202202,23064,10,0,10,0,0,0
202108,89868,10,0,10,0,0,0
202108,95334,50,0,50,0,0,0
202105,52712,15,0,15,0,0,0
202108,81789,15,0,15,0,0,0
202105,60342,32,9,23,0,0,0
202202,30412,28,13,15,0,0,0
202108,88612,8,4,4,0,0,0
202108,87674,50,42,8,10,0,10
202202,23881,15,0,15,0,0,0
202105,56825,10,0,10,0,0,0
202202,33519,10,0,10,0,0,0
202105,53790,15,0,15,0,0,0
202108,90407,10,1,9,0,0,0
202108,83005,15,0,15,0,0,0
202202,30411,25,9,16,0,0,0
202108,92361,20,316,0,50,0,50
202105,53405,15,0,15,0,0,0
202202,25443,15,0,15,0,0,0
202105,54726,10,0,10,0,0,0
202202,26359,10,0,10,0,0,0
202108,82737,10,6,4,0,0,0
202108,85964,10,0,10,0,0,0
202105,60073,10,1,9,0,0,0
202202,21270,27,25,2,0,0,0
202108,84538,15,0,15,0,0,0
202108,95336,25,8,17,0,0,0
202202,24407,10,0,10,0,0,0
202105,54457,5,0,5,0,0,0
202105,53406,15,0,15,0,0,0
202202,21560,15,0,15,0,0,0
202108,80445,10,1,9,0,0,0
202108,87108,10,0,10,0,0,0
202108,80310,15,0,15,0,0,0
202105,56246,10,0,10,0,0,0
202202,28512,5,0,5,2,0,2
202108,93093,57,91,0,50,0,50
202202,25907,10,1,9,0,0,0
202105,56932,15,0,15,0,0,0
202105,57664,10,0,10,0,0,0
202108,83276,100,42,58,0,0,0
202202,22604,15,0,15,0,0,0
202105,56292,10,0,10,0,0,0
202202,30459,15,8,7,0,0,0
202108,83118,15,0,15,0,0,0
202108,94128,50,14,36,0,0,0
202202,27363,10,0,10,0,0,0
202108,81790,15,0,15,0,0,0
202108,80446,10,5,5,0,0,0
202105,60804,5,1,4,0,0,0
202202,23894,15,0,15,0,0,0
202105,53427,15,0,15,0,0,0
202105,57631,10,0,10,0,0,0
202202,30400,20,17,3,0,0,0
202108,84791,5,0,5,0,0,0
202108,93516,25,25,0,0,0,0
202202,27969,10,3,7,0,0,0
202105,58156,10,0,10,0,0,0
202108,92506,5,1,4,0,0,0
202108,84809,15,0,15,0,0,0
202202,20291,15,0,15,0,0,0
202105,59623,15,0,15,0,0,0
202105,58539,10,0,10,0,0,0
202108,88570,10,0,10,0,0,0
202108,93517,25,25,0,0,0,0
202202,28379,10,1,9,0,0,0
202108,83854,50,0,50,0,0,0
202108,85051,15,0,15,0,0,0
202202,21561,15,0,15,0,0,0
202105,60501,10,1,9,0,0,0
202105,52713,15,0,15,0,0,0
202105,56627,10,0,10,0,0,0
202108,85831,10,3,7,0,0,0
202202,25457,10,0,10,0,0,0
202105,55905,10,0,10,0,0,0
202108,82059,15,0,15,0,0,0
202108,89609,10,3,7,0,0,0
202202,20300,20,0,20,0,0,0
202108,93518,25,15,10,0,0,0
202202,24124,15,0,15,0,0,0
202105,55992,15,0,15,0,0,0
202105,60887,10,1,9,0,0,0
202105,60082,5,0,5,0,0,0
202108,87525,10,6,4,0,0,0
202108,85993,10,1,9,0,0,0
202202,24353,15,0,15,0,0,0
202108,81791,15,0,15,0,0,0
202202,23063,15,0,15,0,0,0
202105,54520,15,0,15,0,0,0
202202,20301,20,0,20,0,0,0
202108,93519,25,10,15,0,0,0
202105,57632,10,0,10,0,0,0
202202,21782,15,0,15,0,0,0
202108,94907,10,1,9,0,0,0
202105,58172,10,0,10,0,0,0
202108,86720,10,1,9,0,0,0
202202,21301,20,0,20,0,0,0
202108,93521,50,50,0,0,0,0
202105,53407,15,0,15,0,0,0
202202,27421,10,0,10,0,0,0
202108,81792,15,0,15,0,0,0
202105,58004,10,0,10,0,0,0
202202,21562,15,0,15,0,0,0
202105,54305,5,0,5,0,0,0
202202,26436,200,165,35,0,0,0
202108,83124,15,2,13,0,0,0
202108,81793,15,0,15,0,0,0
202108,86076,10,0,10,0,0,0
202202,20303,20,0,20,0,0,0
202105,53408,15,0,15,0,0,0
202108,93522,50,50,0,0,0,0
202202,27325,10,0,10,0,0,0
202105,59966,10,1,9,0,0,0
202108,94428,10,1,9,0,0,0
202105,56290,10,0,10,0,0,0
202202,21563,15,0,15,0,0,0
202202,26437,200,114,86,0,0,0
202108,81794,15,0,15,0,0,0
202108,94547,10,0,10,0,0,0
202105,53409,15,0,15,0,0,0
202202,20313,20,0,20,0,0,0
202202,27393,10,1,9,0,0,0
202108,93524,50,7,43,0,0,0
202105,55624,5,0,5,0,0,0
202202,27657,189,85,104,0,0,0
202108,84958,15,0,15,0,0,0
202105,56447,10,0,10,0,0,0
202108,84795,5,0,5,0,0,0
202202,22183,20,0,20,0,0,0
202105,56393,10,0,10,0,0,0
202108,93525,50,37,13,0,0,0
202108,86078,10,0,10,0,0,0
202202,25690,10,0,10,0,0,0
202105,56571,10,0,10,0,0,0
202108,84103,15,0,15,0,0,0
202202,29814,200,70,130,0,0,0
202105,57705,10,1,9,0,0,0
202108,93526,50,43,7,0,0,0
202105,53410,15,0,15,0,0,0
202202,29643,10,1,9,0,0,0
202108,82404,5,0,5,0,0,0
202108,86630,10,0,10,0,0,0
202202,21292,20,0,20,0,0,0
202105,56643,10,0,10,0,0,0
202202,22320,250,87,163,20,0,20
202105,55423,10,0,10,0,0,0
202108,83006,15,0,15,0,0,0
202202,23067,10,0,10,0,0,0
202105,52714,15,0,15,0,0,0
202108,94850,50,50,0,0,0,0
202108,89866,5,2,3,0,0,0
202108,94298,10,1,9,0,0,0
202202,20304,20,0,20,0,0,0
202202,21564,15,0,15,0,0,0
202105,54702,10,0,10,0,0,0
202108,83452,15,0,15,0,0,0
202105,54524,15,0,15,0,0,0
202108,94851,42,8,34,0,0,0
202202,32160,10,1,9,0,0,0
202108,83142,15,0,15,0,0,0
202202,20305,20,0,20,0,0,0
202108,86721,10,0,10,0,0,0
202202,21565,15,0,15,0,0,0
202202,24044,148,148,0,50,2,48
202105,60552,5,1,4,0,0,0
202105,53411,15,0,15,0,0,0
202108,93527,50,50,0,0,0,0
202108,83444,15,0,15,0,0,0
202202,20302,20,0,20,0,0,0
202108,85313,10,6,4,0,0,0
202202,24269,15,0,15,0,0,0
202202,23852,15,0,15,0,0,0
202108,87313,10,1,9,0,0,0
202202,32594,200,197,3,0,0,0
202105,57302,10,0,10,0,0,0
202105,59067,30,7,23,5,0,5
202105,59993,15,0,15,0,0,0
202108,93528,50,38,12,0,0,0
202202,23523,15,0,15,0,0,0
202202,20306,20,0,20,0,0,0
202108,81302,30,2,28,0,0,0
202108,83120,15,4,11,0,0,0
202202,27694,5,5,0,5,2,3
202202,29759,10,0,10,0,0,0
202105,59580,10,0,10,0,0,0
202105,60621,1,1,0,0,0,0
202105,54290,15,0,15,0,0,0
202108,93529,50,50,0,0,0,0
202202,22605,15,0,15,0,0,0
202202,20307,20,0,20,0,0,0
202108,94658,10,0,10,0,0,0
202202,26420,50,17,33,10,0,10
202105,60503,10,1,9,0,0,0
202202,27643,10,0,10,0,0,0
202108,94395,10,1,9,0,0,0
202108,93530,50,20,30,0,0,0
202105,59060,40,28,12,5,0,5
202105,56461,10,0,10,0,0,0
202202,22956,15,0,15,0,0,0
202202,21293,20,1,19,0,0,0
202108,81795,15,0,15,0,0,0
202108,83275,5,1,4,0,0,0
202202,29655,250,249,0,100,77,23
202105,56962,10,0,10,0,0,0
202202,23967,10,0,10,0,0,0
202108,93531,50,16,34,0,0,0
202202,22948,15,0,15,0,0,0
202108,86722,10,0,10,0,0,0
202108,84532,15,0,15,0,0,0
202105,55652,5,0,5,0,0,0
202202,30082,57,75,0,50,0,50
202202,24304,20,0,20,0,0,0
202108,93523,6,2,4,0,0,0
202202,25079,10,0,10,0,0,0
202202,21566,15,0,15,0,0,0
202108,85198,15,0,15,0,0,0
202105,56293,10,0,10,0,0,0
202202,28426,50,29,21,0,0,0
202108,86731,10,0,10,0,0,0
202202,20308,20,1,19,0,0,0
202108,95335,0,0,0,0,0,0
202202,23065,10,0,10,0,0,0
202202,23888,15,0,15,0,0,0
202105,54287,15,0,15,0,0,0
202105,60908,2,2,0,0,0,0
202105,56493,10,0,10,0,0,0
202108,81796,15,0,15,0,0,0
202202,28427,50,30,20,0,0,0
202108,85269,15,11,4,0,0,0
202202,22742,20,0,20,0,0,0
202108,93532,35,25,10,0,0,0
202202,23066,10,0,10,0,0,0
202105,53412,15,0,15,0,0,0
202108,83007,15,0,15,0,0,0
202202,24476,15,0,15,0,0,0
202202,28428,50,0,50,0,0,0
202105,55669,5,0,5,0,0,0
202105,60664,8,4,4,0,0,0
202108,83748,5,2,3,0,0,0
202202,20309,20,0,20,0,0,0
202108,95338,25,0,25,0,0,0
202202,23068,10,0,10,0,0,0
202105,58453,10,0,10,0,0,0
202105,53413,15,0,15,0,0,0
202105,60910,2,2,0,0,0,0
202202,28429,50,0,50,0,0,0
202108,85612,10,3,7,0,0,0
202108,93533,320,177,143,50,0,50
202108,81797,15,0,15,0,0,0
202202,20310,20,0,20,0,0,0
202202,21567,15,0,15,0,0,0
202202,31850,10,9,1,0,0,0
202105,56001,15,0,15,0,0,0
202105,59925,10,0,10,0,0,0
202105,60665,8,4,4,0,0,0
202202,28430,50,10,40,0,0,0
202108,82776,5,1,4,0,0,0
202108,81406,230,198,32,50,0,50
202202,21050,20,0,20,0,0,0
202108,86402,15,0,15,0,0,0
202202,22606,15,0,15,0,0,0
202202,28315,10,1,9,0,0,0
202105,53414,15,0,15,0,0,0
202105,56970,10,0,10,0,0,0
202105,59061,40,28,12,0,0,0
202202,28431,50,50,0,0,0,0
202108,94412,5,2,3,0,0,0
202108,81798,15,0,15,0,0,0
202108,90877,5,0,5,5,0,5
202202,21283,20,0,20,0,0,0
202202,24570,10,3,7,0,0,0
202105,52715,15,0,15,0,0,0
202202,21568,15,0,15,0,0,0
202105,56270,10,0,10,0,0,0
202202,28432,50,50,0,0,0,0
202105,60318,35,4,31,0,0,0
202108,89238,6,4,2,0,0,0
202108,81799,15,0,15,0,0,0
202108,93535,50,50,0,0,0,0
202202,20311,1,1,0,0,0,0
202202,22719,15,0,15,0,0,0
202105,53415,15,0,15,0,0,0
202202,28433,50,15,35,0,0,0
202202,25448,15,0,15,0,0,0
202105,56725,10,0,10,0,0,0
202105,53158,15,0,15,0,0,0
202108,86732,10,3,7,0,0,0
202108,85064,15,0,15,0,0,0
202108,93537,50,46,4,0,0,0
202105,53416,15,0,15,0,0,0
202105,55623,5,0,5,0,0,0
202202,21569,15,0,15,0,0,0
202202,22536,20,1,19,0,0,0
202202,28434,50,20,30,0,0,0
202105,53193,10,0,10,0,0,0
202108,85609,10,0,10,0,0,0
202108,83008,15,0,15,0,0,0
202108,93538,50,43,7,0,0,0
